id,name,urban_rural,population
060609002,Banban,Rural,129 
060609003,Bongbongan,Rural,265 
060609004,Cabariwan,Rural,620 
060609005,Cadajug,Rural,1110 
060609006,Canituan,Rural,572 
060609007,Capnayan,Rural,319 
060609008,Casit-an,Rural,1157 
060609009,Guinbanga-an,Urban,1864 
060609010,Guiamon,Rural,239 
060609011,Guisijan,Rural,2382 
060609012,Igtadiao,Rural,262 
060609013,Intao,Rural,672 
060609014,Jaguikican,Rural,896 
060609015,Jinalinan,Rural,220 
060609016,Lactudan,Rural,274 
060609017,Latazon,Rural,494 
060609018,Laua-an,Rural,349 
060609019,Loon,Rural,735 
060609020,Liberato,Rural,463 
060609021,Lindero,Rural,1560 
060609022,Liya-liya,Rural,395 
060609023,Lugta,Rural,576 
060609024,Lupa-an,Rural,557 
060609025,Magyapo,Rural,242 
060609026,Maria,Rural,1364 
060609027,Mauno,Rural,457 
060609028,Maybunga,Rural,343 
060609029,Necesito (Paniatan),Rural,339 
060609030,Oloc,Rural,994 
060609031,Omlot,Rural,233 
060609032,Pandanan,Rural,346 
060609034,Paningayan,Rural,360 
060609035,Pascuala,Rural,202 
060609036,Poblacion (Centro),Urban,1933 
060609038,San Ramon,Rural,139 
060609039,Santiago,Rural,622 
060609040,Tibacan,Rural,230 
060609041,Tigunhao,Rural,375 
060609042,Virginia,Rural,263 
060609043,Bagongbayan,Rural,659 
