id,name,urban_rural,population
060601001,Bayo Grande,Rural,655 
060601002,Bayo Pequeño,Rural,574 
060601004,Butuan,Rural,1347 
060601005,Casay,Rural,1176 
060601006,Casay Viejo,Rural,374 
060601007,Iba,Rural,1081 
060601008,Igbarabatuan,Rural,344 
060601009,Igpalge,Rural,632 
060601010,Igtumarom,Rural,417 
060601011,Lisub A,Rural,868 
060601012,Lisub B,Rural,896 
060601013,Mabuyong,Rural,1361 
060601014,Magdalena,Rural,2127 
060601015,Nasuli C,Rural,533 
060601016,Nato,Rural,963 
060601017,Poblacion,Urban,754 
060601018,Sagua,Rural,1124 
060601019,Salvacion,Rural,736 
060601020,San Francisco,Rural,1363 
060601021,San Ramon,Rural,337 
060601022,San Roque,Rural,1137 
060601023,Tagaytay,Rural,257 
060601024,Talisayan,Rural,1293 
