id,name,urban_rural,population
060608001,Apdo,Rural,798 
060608002,Asluman,Rural,2041 
060608003,Banawon,Rural,1043 
060608005,Bia-an,Rural,1087 
060608006,Bongbongan I-II,Rural,790 
060608008,Bongbongan III,Rural,425 
060608009,Botbot,Rural,392 
060608010,Budbudan,Rural,873 
060608011,Buhang,Rural,1960 
060608012,Calacja I,Rural,827 
060608013,Calacja II,Rural,873 
060608014,Calala,Rural,769 
060608015,Cantulan,Rural,194 
060608016,Caridad,Rural,1940 
060608017,Caromangay,Rural,622 
060608018,Casalngan,Rural,589 
060608019,Dangcalan,Rural,348 
060608020,Del Pilar,Rural,326 
060608021,Fabrica,Rural,678 
060608022,Funda,Rural,2141 
060608023,General Fullon (Tina),Rural,672 
060608024,Guintas,Rural,2165 
060608025,Igbical,Rural,583 
060608026,Igbucagay,Rural,491 
060608027,Inabasan,Rural,762 
060608028,Ingwan-Batangan,Rural,964 
060608029,La Paz,Rural,1791 
060608030,Gov. Evelio B. Javier (Lanag),Rural,1694 
060608031,Linaban,Rural,1414 
060608033,Malandog,Rural,1941 
060608034,Mapatag,Rural,1799 
060608035,Masanag,Rural,716 
060608036,Nalihawan,Rural,307 
060608037,Pamandayan (Botbot),Rural,152 
060608038,Pasu-Jungao,Rural,157 
060608039,Piape I,Rural,1331 
060608040,Piape II,Rural,608 
060608041,Piape III,Rural,1411 
060608042,"Pili 1, 2, 3",Rural,336 
060608045,Poblacion 1,Rural,953 
060608046,Poblacion 2,Urban,862 
060608047,Poblacion 3,Rural,607 
060608048,Poblacion 4,Rural,1011 
060608049,Poblacion 5,Urban,1590 
060608050,Pu-ao,Rural,980 
060608051,Suloc,Rural,115 
060608053,Villavert-Jimenez,Rural,1855 
