id,name,urban_rural,population
084813001,Bagasbas,Rural,1227
084813002,Bugko,Rural,3898
084813003,Cablangan,Rural,1196
084813004,Cagmanaba,Rural,232
084813005,Cahicsan,Rural,756
084813006,Chitongco (Pob.),Rural,3141
084813007,De Maria,Rural,398
084813008,Doña Lucia,Rural,965
084813009,Eco (Pob.),Urban,2828
084813010,Flormina,Rural,475
084813011,Hinabangan,Rural,413
084813012,Imelda,Rural,3103
084813013,La Trinidad,Rural,620
084813014,Makiwalo,Rural,4976
084813015,Mirador,Rural,1485
084813016,Nenita,Rural,3061
084813017,Roxas,Rural,1073
084813018,San Agustin,Rural,944
084813019,San Antonio,Rural,648
084813020,San Isidro,Rural,630
084813021,San Jose,Rural,940
084813022,San Juan,Rural,1287
084813023,Santa Catalina,Rural,417
084813024,Talolora,Rural,605
