id,name,urban_rural,population
084814001,Asum (Pob.),Urban,1230
084814002,Bagacay,Rural,1250
084814003,Bangon,Rural,352
084814004,Binay,Rural,545
084814005,Cabariwan,Rural,606
084814006,Cabatuan,Rural,2494
084814007,Campedico,Rural,456
084814008,Capacujan,Rural,1499
084814009,Jangtud,Rural,716
084814010,Laniwan (Pob.),Rural,1661
084814011,Mabaras,Rural,172
084814012,Magsaysay,Rural,628
084814013,Manajao,Rural,1048
084814014,Mapno,Rural,1329
084814015,Maragano,Rural,319
084814016,Matambag,Rural,466
084814017,Monbon,Rural,1246
084814018,Nagbobtac,Rural,594
084814019,Napo,Rural,432
084814020,Natawo,Rural,636
084814021,Nipa,Rural,1220
084814022,Osmeña,Rural,1234
084814023,Pangpang,Rural,2151
084814024,Paysud,Rural,703
084814026,Sangay,Rural,778
084814028,Simora,Rural,637
084814029,Sinalaran,Rural,728
084814030,Sumoroy,Rural,1361
084814031,Talolora,Rural,1347
084814032,Tambangan (Pob.),Urban,997
084814033,Tinampo (Pob.),Urban,2667
084814034,"Benigno S. Aquino, Jr.",Rural,1951
