id,name,urban_rural,population
084809001,Alang-alang,Rural,454
084809002,Bagacay,Rural,382
084809003,Cahagwayan,Rural,502
084809004,Can Maria,Rural,525
084809005,Can Omanio,Rural,322
084809006,Imelda,Rural,635
084809007,Lapinig Del Sur (Pob.),Urban,1464
084809008,Lapinig Del Norte (Pob.),Rural,2330
084809009,Lo-ok,Rural,851
084809010,Mabini,Rural,685
084809011,May-igot,Rural,308
084809012,Palanas,Rural,266
084809013,Pio Del Pilar,Rural,457
084809014,Potong,Urban,1222
084809015,Potong Del Sur,Rural,1341
