id,name
074604000,BAIS CITY
074606000,CITY OF BAYAWAN (TULONG)
074608000,CANLAON CITY
074610000,DUMAGUETE CITY (Capital)
074611000,CITY OF GUIHULNGAN
074621000,CITY OF TANJAY
