id,name,urban_rural,population
035405001,Bahay Pare,Rural, 10339 
035405002,Bambang,Rural, 2779 
035405003,Barangca,Rural, 1654 
035405004,Barit,Rural, 2098 
035405005,Buas (Pob.),Urban, 1863 
035405008,Cuayang Bugtong,Rural, 1905 
035405009,Dalayap,Rural, 1990 
035405010,Dulong Ilog,Rural, 3790 
035405011,Gulap,Rural, 3908 
035405012,Lanang,Rural, 2983 
035405013,Lourdes,Rural, 2284 
035405014,Magumbali,Rural, 2117 
035405015,Mandasig,Rural, 4482 
035405016,Mandili,Rural, 4607 
035405017,Mangga,Rural, 2896 
035405018,Mapaniqui,Rural, 4509 
035405020,Paligui,Rural, 1402 
035405021,Pangclara,Rural, 1331 
035405022,Pansinao,Rural, 2972 
035405023,Paralaya (Pob.),Urban, 5017 
035405024,Pasig,Rural, 5065 
035405025,Pescadores (Pob.),Rural, 1710 
035405026,Pulong Gubat,Rural, 1810 
035405027,Pulong Palazan,Rural, 3203 
035405028,Salapungan,Rural, 5428 
035405029,San Agustin (Pob.),Urban, 4802 
035405031,Santo Rosario,Rural, 997 
035405032,Tagulod,Rural, 2096 
035405033,Talang,Rural, 2667 
035405034,Tenejero,Rural, 2702 
035405035,Vizal San Pablo,Rural, 2365 
035405036,Vizal Santo Cristo,Rural, 2026 
035405037,Vizal Santo Niño,Rural, 2602 
