id,name,urban_rural,population
035408001,Balantacan,Rural, 2024 
035408002,Bancal Sinubli,Rural, 757 
035408003,Bancal Pugad,Rural, 654 
035408004,Baruya (San Rafael),Urban, 4282 
035408005,Calangain,Rural, 2578 
035408006,Concepcion,Urban, 7326 
035408007,Del Carmen,Rural, 1935 
035408008,De La Paz,Rural, 1515 
035408009,Don Ignacio Dimson,Rural, 4624 
035408010,Lourdes (Lauc Pau),Urban, 6047 
035408011,Prado Siongco,Rural, 4029 
035408012,Remedios,Rural, 4042 
035408013,San Agustin,Rural, 2433 
035408014,San Antonio,Rural, 2926 
035408015,San Francisco,Rural, 4384 
035408016,San Isidro,Rural, 3220 
035408017,San Jose Apunan,Rural, 1246 
035408018,San Jose Gumi,Rural, 2080 
035408019,San Juan (Pob.),Urban, 2383 
035408020,San Matias,Rural, 1246 
035408021,San Miguel,Rural, 2961 
035408022,San Nicolas 1st (Pob.),Urban, 2889 
035408023,San Nicolas 2nd,Urban, 1997 
035408024,San Pablo 1st,Urban, 1467 
035408025,San Pablo 2nd,Urban, 4910 
035408026,San Pedro Palcarangan,Rural, 3184 
035408027,San Pedro Saug,Rural, 1447 
035408029,San Roque Arbol,Rural, 3135 
035408030,San Roque Dau,Rural, 11576 
035408031,San Vicente,Rural, 1659 
035408032,Santa Barbara,Rural, 1814 
035408033,Santa Catalina,Rural, 4253 
035408034,Santa Cruz,Urban, 15535 
035408035,Santa Lucia (Pob.),Urban, 1788 
035408036,Santa Maria,Rural, 1343 
035408037,Santa Monica,Rural, 5687 
035408038,Santa Rita,Rural, 3375 
035408040,Santa Teresa 1st,Urban, 2647 
035408041,Santa Teresa 2nd,Rural, 2780 
035408042,Santiago,Rural, 3593 
035408043,Santo Domingo,Rural, 3449 
035408044,Santo Niño (Prado Aruba),Rural, 2408 
035408045,Santo Tomas (Pob.),Urban, 6347 
035408046,Santo Cristo,Rural, 868 
