id,name,urban_rural,population
133901001,Barangay 1,Urban,1953
133901002,Barangay 2,Urban,1605
133901003,Barangay 3,Urban,648
133901004,Barangay 4,Urban,1614
133901005,Barangay 5,Urban,1252
133901006,Barangay 6,Urban,511
133901007,Barangay 7,Urban,848
133901008,Barangay 8,Urban,1806
133901009,Barangay 9,Urban,784
133901010,Barangay 10,Urban,279
133901011,Barangay 11,Urban,1972
133901012,Barangay 12,Urban,2561
133901013,Barangay 13,Urban,2163
133901014,Barangay 14,Urban,2038
133901015,Barangay 15,Urban,1077
133901016,Barangay 16,Urban,1782
133901017,Barangay 17,Urban,1211
133901018,Barangay 18,Urban,2205
133901019,Barangay 19,Urban,2261
133901020,Barangay 20,Urban,42369
133901025,Barangay 25,Urban,2635
133901026,Barangay 26,Urban,2807
133901028,Barangay 28,Urban,2400
133901029,Barangay 29,Urban,5270
133901030,Barangay 30,Urban,728
133901031,Barangay 31,Urban,2460
133901032,Barangay 32,Urban,2134
133901033,Barangay 33,Urban,3826
133901034,Barangay 34,Urban,1718
133901035,Barangay 35,Urban,2233
133901036,Barangay 36,Urban,1765
133901037,Barangay 37,Urban,1626
133901038,Barangay 38,Urban,2939
133901039,Barangay 39,Urban,5319
133901041,Barangay 41,Urban,3977
133901042,Barangay 42,Urban,2213
133901043,Barangay 43,Urban,2819
133901044,Barangay 44,Urban,2310
133901045,Barangay 45,Urban,2360
133901046,Barangay 46,Urban,1584
133901047,Barangay 47,Urban,1723
133901048,Barangay 48,Urban,3777
133901049,Barangay 49,Urban,2051
133901050,Barangay 50,Urban,4121
133901051,Barangay 51,Urban,3316
133901052,Barangay 52,Urban,2982
133901053,Barangay 53,Urban,2388
133901054,Barangay 54,Urban,2019
133901055,Barangay 55,Urban,2680
133901056,Barangay 56,Urban,3121
133901057,Barangay 57,Urban,1097
133901058,Barangay 58,Urban,2758
133901059,Barangay 59,Urban,1672
133901060,Barangay 60,Urban,1856
133901061,Barangay 61,Urban,3415
133901062,Barangay 62,Urban,1863
133901063,Barangay 63,Urban,1657
133901064,Barangay 64,Urban,564
133901065,Barangay 65,Urban,1699
133901066,Barangay 66,Urban,3710
133901067,Barangay 67,Urban,3965
133901068,Barangay 68,Urban,1054
133901069,Barangay 69,Urban,2217
133901070,Barangay 70,Urban,1955
133901071,Barangay 71,Urban,1985
133901072,Barangay 72,Urban,3230
133901073,Barangay 73,Urban,1738
133901074,Barangay 74,Urban,1176
133901075,Barangay 75,Urban,1729
133901076,Barangay 76,Urban,1681
133901077,Barangay 77,Urban,1438
133901078,Barangay 78,Urban,1119
133901079,Barangay 79,Urban,1653
133901080,Barangay 80,Urban,2245
133901081,Barangay 81,Urban,1607
133901082,Barangay 82,Urban,2408
133901083,Barangay 83,Urban,1132
133901084,Barangay 84,Urban,825
133901085,Barangay 85,Urban,3871
133901086,Barangay 86,Urban,1589
133901087,Barangay 87,Urban,1491
133901088,Barangay 88,Urban,939
133901089,Barangay 89,Urban,790
133901090,Barangay 90,Urban,737
133901091,Barangay 91,Urban,4734
133901092,Barangay 92,Urban,2224
133901093,Barangay 93,Urban,4732
133901094,Barangay 94,Urban,1832
133901095,Barangay 95,Urban,4796
133901096,Barangay 96,Urban,4395
133901097,Barangay 97,Urban,3160
133901098,Barangay 98,Urban,1031
133901099,Barangay 99,Urban,1762
133901100,Barangay 100,Urban,1995
133901101,Barangay 101,Urban,10967
133901102,Barangay 102,Urban,3557
133901103,Barangay 103,Urban,4668
133901104,Barangay 104,Urban,5075
133901105,Barangay 105,Urban,25844
133901106,Barangay 106,Urban,2993
133901107,Barangay 107,Urban,6682
133901108,Barangay 108,Urban,4984
133901109,Barangay 109,Urban,3434
133901110,Barangay 110,Urban,2187
133901111,Barangay 111,Urban,2203
133901112,Barangay 112,Urban,3703
133901116,Barangay 116,Urban,6209
133901117,Barangay 117,Urban,4010
133901118,Barangay 118,Urban,10047
133901119,Barangay 119,Urban,3179
133901120,Barangay 120,Urban,3647
133901121,Barangay 121,Urban,5578
133901122,Barangay 122,Urban,4206
133901123,Barangay 123,Urban,9442
133901124,Barangay 124,Urban,2255
133901125,Barangay 125,Urban,1877
133901126,Barangay 126,Urban,1042
133901127,Barangay 127,Urban,454
133901128,Barangay 128,Urban,15385
133901129,Barangay 129,Urban,5946
133901130,Barangay 130,Urban,1537
133901131,Barangay 131,Urban,1538
133901132,Barangay 132,Urban,1032
133901133,Barangay 133,Urban,2411
133901134,Barangay 134,Urban,896
133901135,Barangay 135,Urban,1723
133901136,Barangay 136,Urban,871
133901137,Barangay 137,Urban,1179
133901138,Barangay 138,Urban,2717
133901139,Barangay 139,Urban,546
133901140,Barangay 140,Urban,679
133901141,Barangay 141,Urban,406
133901142,Barangay 142,Urban,1716
133901143,Barangay 143,Urban,658
133901144,Barangay 144,Urban,1971
133901145,Barangay 145,Urban,1116
133901146,Barangay 146,Urban,2447
133901147,Barangay 147,Urban,1435
133901148,Barangay 148,Urban,2389
133901149,Barangay 149,Urban,1629
133901150,Barangay 150,Urban,2039
133901151,Barangay 151,Urban,1718
133901152,Barangay 152,Urban,3391
133901153,Barangay 153,Urban,2497
133901154,Barangay 154,Urban,1044
133901155,Barangay 155,Urban,2915
133901156,Barangay 156,Urban,1603
133901157,Barangay 157,Urban,1720
133901158,Barangay 158,Urban,2405
133901159,Barangay 159,Urban,1733
133901160,Barangay 160,Urban,2274
133901161,Barangay 161,Urban,969
133901162,Barangay 162,Urban,742
133901163,Barangay 163,Urban,5387
133901164,Barangay 164,Urban,2547
133901165,Barangay 165,Urban,1240
133901166,Barangay 166,Urban,1136
133901167,Barangay 167,Urban,1186
133901168,Barangay 168,Urban,1351
133901169,Barangay 169,Urban,1490
133901170,Barangay 170,Urban,823
133901171,Barangay 171,Urban,1259
133901172,Barangay 172,Urban,1420
133901173,Barangay 173,Urban,1924
133901174,Barangay 174,Urban,732
133901175,Barangay 175,Urban,1107
133901176,Barangay 176,Urban,1341
133901177,Barangay 177,Urban,3610
133901178,Barangay 178,Urban,1252
133901179,Barangay 179,Urban,2155
133901180,Barangay 180,Urban,3661
133901181,Barangay 181,Urban,2183
133901182,Barangay 182,Urban,5997
133901183,Barangay 183,Urban,3051
133901184,Barangay 184,Urban,3766
133901185,Barangay 185,Urban,3495
133901186,Barangay 186,Urban,1875
133901187,Barangay 187,Urban,823
133901188,Barangay 188,Urban,992
133901189,Barangay 189,Urban,1462
133901190,Barangay 190,Urban,1307
133901191,Barangay 191,Urban,638
133901192,Barangay 192,Urban,1609
133901193,Barangay 193,Urban,1059
133901194,Barangay 194,Urban,826
133901195,Barangay 195,Urban,1220
133901196,Barangay 196,Urban,825
133901197,Barangay 197,Urban,1001
133901198,Barangay 198,Urban,5315
133901199,Barangay 199,Urban,4089
133901200,Barangay 200,Urban,1953
133901201,Barangay 201,Urban,1551
133901202,Barangay 202,Urban,1392
133901203,Barangay 202-A,Urban,537
133901204,Barangay 203,Urban,2685
133901205,Barangay 204,Urban,2722
133901206,Barangay 205,Urban,1599
133901207,Barangay 206,Urban,1942
133901208,Barangay 207,Urban,871
133901209,Barangay 208,Urban,1135
133901210,Barangay 209,Urban,2755
133901211,Barangay 210,Urban,2525
133901212,Barangay 211,Urban,3408
133901213,Barangay 212,Urban,2591
133901214,Barangay 213,Urban,2580
133901215,Barangay 214,Urban,1065
133901216,Barangay 215,Urban,3113
133901217,Barangay 216,Urban,2753
133901218,Barangay 217,Urban,1019
133901219,Barangay 218,Urban,530
133901220,Barangay 219,Urban,756
133901221,Barangay 220,Urban,1427
133901222,Barangay 221,Urban,2906
133901223,Barangay 222,Urban,1509
133901224,Barangay 223,Urban,1578
133901225,Barangay 224,Urban,918
133901226,Barangay 225,Urban,2432
133901227,Barangay 226,Urban,1702
133901228,Barangay 227,Urban,2792
133901229,Barangay 228,Urban,2048
133901230,Barangay 229,Urban,818
133901231,Barangay 230,Urban,935
133901232,Barangay 231,Urban,2204
133901233,Barangay 232,Urban,3252
133901234,Barangay 233,Urban,1209
133901235,Barangay 234,Urban,1649
133901236,Barangay 235,Urban,1710
133901237,Barangay 236,Urban,508
133901238,Barangay 237,Urban,619
133901239,Barangay 238,Urban,266
133901240,Barangay 239,Urban,1473
133901241,Barangay 240,Urban,98
133901242,Barangay 241,Urban,554
133901243,Barangay 242,Urban,439
133901244,Barangay 243,Urban,452
133901245,Barangay 244,Urban,777
133901246,Barangay 245,Urban,331
133901247,Barangay 246,Urban,1067
133901248,Barangay 247,Urban,210
133901249,Barangay 248,Urban,379
133901250,Barangay 249,Urban,594
133901251,Barangay 250,Urban,852
133901252,Barangay 251,Urban,800
133901253,Barangay 252,Urban,239
133901254,Barangay 253,Urban,1997
133901255,Barangay 254,Urban,2983
133901256,Barangay 255,Urban,2455
133901257,Barangay 256,Urban,1844
133901258,Barangay 257,Urban,630
133901259,Barangay 258,Urban,1708
133901260,Barangay 259,Urban,2690
133901261,Barangay 260,Urban,1392
133901262,Barangay 261,Urban,906
133901263,Barangay 262,Urban,1834
133901264,Barangay 263,Urban,657
133901265,Barangay 264,Urban,1884
133901266,Barangay 265,Urban,560
133901267,Barangay 266,Urban,1946
133901268,Barangay 267,Urban,1951
