id,name,urban_rural,population
133904001,Barangay 268,Urban,1701
133904002,Barangay 269,Urban,734
133904003,Barangay 270,Urban,1162
133904004,Barangay 271,Urban,515
133904005,Barangay 272,Urban,1917
133904006,Barangay 273,Urban,876
133904007,Barangay 274,Urban,1969
133904008,Barangay 275,Urban,20932
133904009,Barangay 276,Urban,2706
133904014,Barangay 281,Urban,2787
133904015,Barangay 282,Urban,1215
133904016,Barangay 283,Urban,2138
133904017,Barangay 284,Urban,1031
133904018,Barangay 285,Urban,1225
133904019,Barangay 286,Urban,3333
