id,name,urban_rural,population
133912001,Barangay 833,Urban,1558
133912002,Barangay 834,Urban,1276
133912003,Barangay 835,Urban,2171
133912004,Barangay 836,Urban,4374
133912005,Barangay 837,Urban,3061
133912006,Barangay 838,Urban,2463
133912007,Barangay 839,Urban,1859
133912008,Barangay 840,Urban,1596
133912009,Barangay 841,Urban,2139
133912010,Barangay 842,Urban,3671
133912011,Barangay 843,Urban,5252
133912012,Barangay 844,Urban,3487
133912013,Barangay 845,Urban,1571
133912014,Barangay 846,Urban,1587
133912015,Barangay 847,Urban,2332
133912016,Barangay 848,Urban,1294
133912017,Barangay 849,Urban,2392
133912018,Barangay 850,Urban,1879
133912019,Barangay 851,Urban,745
133912020,Barangay 852,Urban,838
133912021,Barangay 853,Urban,413
133912023,Barangay 855,Urban,1495
133912024,Barangay 856,Urban,1376
133912025,Barangay 857,Urban,1670
133912026,Barangay 858,Urban,497
133912027,Barangay 859,Urban,2195
133912028,Barangay 860,Urban,1522
133912029,Barangay 861,Urban,996
133912030,Barangay 862,Urban,2088
133912031,Barangay 863,Urban,1482
133912032,Barangay 864,Urban,656
133912033,Barangay 865,Urban,1496
133912034,Barangay 867,Urban,2812
133912035,Barangay 868,Urban,2395
133912036,Barangay 870,Urban,1777
133912037,Barangay 871,Urban,1668
133912038,Barangay 872,Urban,2445
133912039,Barangay 869,Urban,1367
