id,name,urban_rural,population
133911001,Barangay 662,Urban,2677
133911004,Barangay 664-A,Urban,436
133911005,Barangay 671,Urban,639
133911006,Barangay 672,Urban,3155
133911007,Barangay 673,Urban,2140
133911008,Barangay 674,Urban,995
133911009,Barangay 675,Urban,1919
133911010,Barangay 676,Urban,1101
133911011,Barangay 677,Urban,1796
133911012,Barangay 678,Urban,362
133911013,Barangay 679,Urban,784
133911014,Barangay 680,Urban,936
133911015,Barangay 681,Urban,1019
133911016,Barangay 682,Urban,875
133911017,Barangay 683,Urban,820
133911018,Barangay 684,Urban,2612
133911019,Barangay 685,Urban,1030
133911023,Barangay 809,Urban,1313
133911024,Barangay 810,Urban,1880
133911025,Barangay 811,Urban,1983
133911026,Barangay 812,Urban,1754
133911027,Barangay 813,Urban,1089
133911028,Barangay 814,Urban,1519
133911029,Barangay 815,Urban,2355
133911030,Barangay 816,Urban,961
133911031,Barangay 817,Urban,1012
133911032,Barangay 818,Urban,1924
133911034,Barangay 819,Urban,2152
133911035,Barangay 820,Urban,1297
133911036,Barangay 821,Urban,1470
133911037,Barangay 822,Urban,1694
133911038,Barangay 823,Urban,2257
133911039,Barangay 824,Urban,1592
133911040,Barangay 825,Urban,1385
133911041,Barangay 826,Urban,2082
133911042,Barangay 827,Urban,2951
133911043,Barangay 828,Urban,1974
133911044,Barangay 829,Urban,3521
133911045,Barangay 830,Urban,4170
133911046,Barangay 831,Urban,557
133911047,Barangay 832,Urban,630
133911048,Barangay 686,Urban,2970
133911049,Barangay 687,Urban,1190
