id,name,urban_rural,population
076106001,Banban,Rural,778
076106002,Bolos,Rural,252
076106003,Caipilan,Rural,1000
076106004,Caitican,Rural,444
076106005,Calalinan,Rural,675
076106006,Cang-atuyom,Rural,307
076106007,Canal,Rural,433
076106008,Candanay Norte,Rural,886
076106009,Candanay Sur,Rural,885
076106010,Cang-adieng,Rural,256
076106011,Cang-agong,Rural,879
076106012,Cang-alwang,Rural,731
076106013,Cang-asa,Rural,863
076106014,Cang-inte,Rural,215
076106015,Cang-isad,Rural,142
076106016,Canghunoghunog,Rural,247
076106017,Cangmatnog,Rural,185
076106018,Cangmohao,Rural,177
076106019,Cantabon,Rural,497
076106020,Caticugan,Rural,842
076106021,Dumanhog,Rural,557
076106022,Ibabao,Rural,312
076106023,Lambojon,Rural,298
076106024,Luyang,Rural,704
076106025,Luzong,Rural,445
076106026,Olo,Rural,754
076106027,Pangi,Rural,1491
076106028,Panlautan,Rural,224
076106029,Pasihagon,Rural,1003
076106030,Pili,Rural,353
076106031,Poblacion,Urban,1596
076106032,Polangyuta,Rural,781
076106033,Ponong,Rural,828
076106034,Sabang,Rural,554
076106035,San Antonio,Rural,773
076106036,Songculan,Rural,245
076106037,Tacdog,Rural,509
076106038,Tacloban,Rural,636
076106039,Tambisan,Rural,684
076106040,Tebjong,Rural,209
076106041,Tinago,Rural,971
076106042,Tongo,Rural,610
