id,name,urban_rural,population
076102001,Bagacay,Rural,631
076102002,Balolang,Rural,313
076102003,Basac,Rural,1051
076102004,Bintangan,Rural,217
076102005,Bontod,Rural,532
076102006,Cabulihan,Rural,251
076102007,Calunasan,Rural,381
076102008,Candigum,Rural,353
076102009,Cang-allas,Rural,294
076102010,Cang-apa,Rural,332
076102011,Cangbagsa,Rural,883
076102012,Cangmalalag,Rural,376
076102013,Canlambo,Rural,758
076102014,Canlasog,Rural,274
076102015,Catamboan,Rural,392
076102016,Helen (Datag),Rural,1262
076102017,Nonoc,Rural,1027
076102018,North Poblacion,Urban,1019
076102019,South Poblacion,Urban,789
076102020,Ponong,Rural,266
076102021,Sabang,Rural,84
076102022,Sandugan,Rural,1021
076102023,Taculing,Rural,425
