id,name,urban_rural,population
063020001,Anono-o,Rural,794 
063020002,Bacong,Rural,414 
063020003,Bagumbayan Pob. (Bagumbayan-Granada),Urban,534 
063020004,Balantad-Carlos Fruto (Pob.),Urban,1194 
063020005,Baras,Rural,1119 
063020006,Binanua-an,Rural,579 
063020007,Torreblanca-Blumentritt (Pob.),Urban,537 
063020008,Bongol San Miguel,Rural,354 
063020009,Bongol San Vicente,Rural,1937 
063020010,Bulad,Rural,678 
063020011,Buluangan,Rural,742 
063020012,Burgos-Gengos (Pob.),Urban,673 
063020013,Cabasi,Rural,1013 
063020014,Cabubugan,Rural,1669 
063020015,Calampitao,Rural,735 
063020016,Camangahan,Rural,1837 
063020017,Generosa-Cristobal Colon (Pob.),Urban,779 
063020018,Gerona-Gimeno (Pob.),Urban,678 
063020019,Girado-Magsaysay (Pob.),Urban,558 
063020020,Gotera (Pob.),Urban,155 
063020021,Igcocolo,Rural,2890 
063020022,Libo-on Gonzales (Pob.),Urban,523 
063020023,Lubacan,Rural,535 
063020024,Nahapay,Rural,1385 
063020025,Nalundan,Rural,1587 
063020026,Nanga,Rural,1575 
063020027,Nito-an Lupsag,Rural,665 
063020028,Particion,Rural,1329 
063020029,Pescadores (Pob.),Urban,713 
063020030,Rizal-Tuguisan (Pob.),Urban,1466 
063020031,Sipitan-Badiang,Rural,705 
063020032,Iyasan,Rural,365 
063020033,Santa Rosa-Laguna,Rural,1608 
