id,name,urban_rural,population
063005001,Aranjuez,Rural,1655 
063005002,Bacolod,Rural,638 
063005003,Balanti-an,Rural,1740 
063005004,Batuan,Rural,731 
063005005,Cabalic,Rural,1239 
063005006,Camambugan,Rural,2087 
063005007,Dolores,Rural,363 
063005008,Gimamanay,Rural,970 
063005009,Ipil,Rural,907 
063005010,Kinalkalan,Rural,1200 
063005011,Lawis,Rural,1838 
063005012,Malapoc,Rural,435 
063005013,Mamhut Norte,Rural,1329 
063005014,Mamhut Sur,Rural,1333 
063005015,Maya,Rural,1907 
063005016,Pani-an,Rural,1856 
063005017,Poblacion Norte,Urban,1578 
063005018,Poblacion Sur,Urban,2304 
063005019,Quiasan,Rural,830 
063005020,Salong,Rural,938 
063005021,Salvacion,Rural,767 
063005022,Tingui-an,Rural,1642 
063005023,Zaragosa,Rural,1437 
