id,name,urban_rural,population
063036001,Aganan,Urban,2967 
063036002,Amparo,Urban,1301 
063036003,Anilao,Urban,2272 
063036004,Balabag,Urban,6297 
063036005,Purok I (Pob.),Urban,1453 
063036006,Purok II (Pob.),Urban,1756 
063036007,Purok III (Pob.),Urban,1048 
063036008,Purok IV (Pob.),Urban,2059 
063036009,Cabugao Norte,Urban,2337 
063036010,Cabugao Sur,Urban,2416 
063036011,Jibao-an,Urban,3993 
063036012,Mali-ao,Urban,2301 
063036013,Pagsanga-an,Urban,1559 
063036014,Pandac,Urban,1509 
063036017,Tigum,Urban,2375 
063036018,Ungka I,Urban,2655 
063036019,Ungka II,Urban,3684 
063036020,Pal-agon,Urban,1632 
