id,name,urban_rural,population
063018002,Bacay,Rural,1780 
063018003,Bacong,Rural,1286 
063018004,Balabag,Rural,1698 
063018005,Balud,Rural,530 
063018006,Bantud,Rural,1102 
063018007,Bantud Fabrica,Rural,2099 
063018008,Baras,Rural,554 
063018009,Barasan,Rural,1190 
063018010,Bolilao,Rural,2880 
063018012,Calao,Rural,2373 
063018013,Cali,Rural,1812 
063018014,Cansilayan,Rural,1754 
063018015,Capaliz,Rural,709 
063018016,Cayos,Rural,1642 
063018017,Compayan,Rural,583 
063018018,Dacutan,Rural,1993 
063018019,Ermita,Rural,2593 
063018020,Pd Monfort South (Guinsampanan),Rural,1696 
063018021,Ilaya 1st,Rural,719 
063018022,Ilaya 2nd,Rural,626 
063018023,Ilaya 3rd,Rural,844 
063018025,Jardin,Rural,1384 
063018026,Lacturan,Rural,2046 
063018028,Pd Monfort North (Lublub),Rural,3322 
063018029,Managuit,Rural,819 
063018030,Maquina,Rural,1096 
063018031,Nanding Lopez,Rural,1377 
063018032,Pagdugue,Rural,2203 
063018033,Paloc Bigque,Rural,1574 
063018034,Paloc Sool,Rural,2444 
063018035,Patlad,Rural,1982 
063018036,Pulao,Rural,1604 
063018037,Rosario,Rural,1577 
063018038,Sapao,Rural,2200 
063018039,Sulangan,Rural,2627 
063018040,Tabucan,Rural,2272 
063018041,Talusan,Rural,910 
063018042,Tambobo,Rural,964 
063018043,Tamboilan,Rural,2345 
063018044,Victorias,Rural,701 
063018045,Burgos-Regidor (Pob.),Urban,923 
063018046,Aurora-del Pilar (Pob.),Rural,334 
063018047,Buenaflor Embarkadero (Pob.),Urban,185 
063018048,Lopez Jaena - Rizal (Pob.),Rural,208 
063018049,Basa-Mabini Bonifacio (Pob.),Rural,548 
