id,name,urban_rural,population
063015002,Aglosong,Rural,1605 
063015003,Agnaga,Rural,1111 
063015004,Bacjawan Norte,Rural,772 
063015005,Bacjawan Sur,Rural,953 
063015006,Bagongon,Rural,1826 
063015007,Batiti,Rural,880 
063015008,Botlog,Rural,441 
063015009,Calamigan,Rural,1059 
063015010,Dungon,Rural,485 
063015011,Igbon,Rural,2547 
063015012,Jamul-Awon,Rural,929 
063015013,Lo-ong,Rural,3022 
063015014,Macalbang,Rural,1801 
063015015,Macatunao,Rural,1648 
063015016,Malangabang,Rural,2925 
063015017,Maliogliog,Rural,559 
063015018,Niño,Rural,307 
063015019,Nipa,Rural,1211 
063015021,Plandico,Rural,605 
063015022,Poblacion,Urban,4797 
063015023,Polopina,Rural,3419 
063015024,Salvacion,Rural,622 
063015025,Talotu-an,Rural,2609 
063015026,Tambaliza,Rural,2999 
063015027,Tamis-ac,Rural,485 
