id,name,urban_rural,population
063027001,Agpipili,Rural,956 
063027002,Alcantara,Rural,945 
063027003,Almeñana,Rural,1211 
063027004,Anabo,Rural,1241 
063027005,Bankal,Rural,782 
063027006,Buenavista,Rural,873 
063027007,Cabantohan,Rural,1007 
063027008,Capiñahan,Rural,700 
063027009,Dalipe,Rural,377 
063027010,Dapdapan,Rural,474 
063027011,Gerongan,Rural,877 
063027012,Imbaulan,Rural,976 
063027013,Layogbato,Rural,574 
063027014,Marapal,Rural,881 
063027015,Milan,Rural,1436 
063027016,Nagsulang,Rural,975 
063027017,Nasapahan,Rural,490 
063027018,Omio,Rural,715 
063027019,Pacuan,Rural,562 
063027020,Poblacion NW Zone,Urban,990 
063027021,Poblacion SE Zone,Urban,2544 
063027022,Pontoc,Rural,1267 
063027023,San Antonio,Rural,722 
063027024,San Diego,Rural,688 
063027025,San Jose Moto,Rural,956 
063027026,Sepanton,Rural,637 
063027027,Sincua,Rural,909 
063027028,Tabunan,Rural,392 
063027029,Tugas,Rural,597 
063027030,Velasco,Rural,1147 
063027031,Yawyawan,Rural,540 
