id,name,urban_rural,population
063041001,Bgy. 1 Pob. (Roxas St.),Urban,1009 
063041002,Bgy. 10 (Pob. R.V.Sanchez St. South),Urban,751 
063041003,Bgy. 11 Pob. (R.V.Sanchez St. North),Urban,390 
063041004,Bgy. 12 Pob. (Sales Malaga Saliedo),Urban,287 
063041005,Bgy. 13 Pob. (Sta.Rita-Saclauso St.),Urban,596 
063041006,Bgy. 14 Pob. (San Miguel North),Urban,551 
063041007,Bgy. 15 Pob. (San Miguel South),Urban,886 
063041008,Bgy. 16 Pob. (San Agustin St.),Urban,383 
063041009,Bgy. 2 Pob. (Savilla Sto. Rosario),Urban,449 
063041010,Bgy. 3 Pob. (A.S.Suarez St. Zone 1),Urban,289 
063041011,Bgy. 4 Pob. (A.S.Suarez East),Urban,1133 
063041012,Bgy. 5 Pob. (Santiago St.North),Urban,616 
063041013,Bgy. 6 Pob. (Santiago St.South),Urban,277 
063041014,Bgy. 7 Pob. (San Roque St.South),Urban,390 
063041015,Bgy. 8 Pob. (Montano - San Roque),Urban,1040 
063041016,Bgy. 9 Pob. (Salazar San Jose),Urban,388 
063041017,Consolacion,Urban,1909 
063041018,Igtambo,Urban,1611 
063041019,San Antonio,Rural,1312 
063041020,San Jose,Rural,4676 
063041021,Santa Cruz,Rural,1982 
063041022,Santa Teresa,Rural,1101 
063041023,Santo Angel,Rural,777 
063041024,Santo Niño,Rural,2210 
