id,name,urban_rural,population
063023001,Abangay,Rural,1074 
063023002,Agcarope,Rural,569 
063023003,Aglobong,Rural,1067 
063023004,Aguingay,Rural,335 
063023005,Anhawan,Rural,731 
063023006,Atimonan,Rural,1252 
063023007,Balanac,Rural,615 
063023008,Barasalon,Rural,1629 
063023009,Bongol,Rural,1554 
063023010,Cabantog,Rural,234 
063023011,Calmay,Rural,1698 
063023012,Canawili,Rural,1865 
063023013,Canawillian,Rural,1080 
063023014,Caranas,Rural,757 
063023015,Caraudan,Rural,929 
063023016,Carigangan,Rural,1197 
063023017,Cunsad,Rural,459 
063023018,Dabong,Rural,1111 
063023019,Damires,Rural,1234 
063023020,Damo-ong,Rural,1590 
063023021,Danao,Rural,1701 
063023022,Gines,Rural,888 
063023023,Guadalupe,Rural,2018 
063023025,Jibolo,Rural,4378 
063023026,Kuyot,Rural,1004 
063023027,Madong,Rural,1696 
063023028,Manacabac,Rural,735 
063023029,Mangil,Rural,1207 
063023030,Matag-ub,Rural,1629 
063023031,Monte-Magapa,Rural,1361 
063023032,Pangilihan,Rural,1226 
063023033,Panuran,Rural,1422 
063023034,Pararinga,Rural,561 
063023035,Patong-patong,Rural,1278 
063023036,Quipot,Rural,2865 
063023037,Santo Tomas,Rural,880 
063023038,Sarawag,Rural,547 
063023039,Tambal,Rural,1172 
063023040,Tamu-an,Rural,851 
063023041,Tiringanan,Rural,941 
063023042,Tolarucan,Rural,1356 
063023043,Tuburan,Rural,924 
063023044,Ubian,Rural,899 
063023045,Yabon,Rural,889 
063023046,Aquino Nobleza East (Pob.),Rural,1554 
063023047,Aquino Nobleza West (Pob.),Rural,312 
063023048,R. Armada (Pob.),Rural,328 
063023049,Concepcion Pob. (D.G. Abordo),Rural,299 
063023050,Golgota (Pob.),Rural,639 
063023051,Locsin (Pob.),Rural,197 
063023052,Don T. Lutero Center (Pob.),Urban,428 
063023053,Don T. Lutero East (Pob.),Rural,436 
063023054,Don T. Lutero West Pob. (Don T. Lutero North),Rural,1430 
063023055,Crispin Salazar North (Pob.),Rural,179 
063023056,Crispin Salazar South (Pob.),Rural,189 
063023057,San Julian (Pob.),Rural,1328 
063023058,San Pedro (Pob.),Rural,554 
063023059,Santa Rita (Pob.),Rural,810 
063023060,Capt. A. Tirador (Pob.),Rural,672 
063023061,S. M. Villa (Pob.),Rural,268 
