id,name,urban_rural,population
063003001,Agbatuan,Rural,877 
063003002,Badiang,Rural,1765 
063003003,Balabag,Rural,1218 
063003004,Balunos,Rural,1199 
063003005,Cag-an,Rural,1659 
063003006,Camiros,Rural,1285 
063003007,Sambag Culob,Rural,1515 
063003008,Dangula-an,Rural,3435 
063003009,Guipis,Rural,538 
063003010,Manganese,Rural,730 
063003011,Medina,Rural,967 
063003012,Mostro,Rural,1717 
063003013,Palaypay,Rural,1146 
063003014,Pantalan,Rural,940 
063003015,Poblacion,Rural,2033 
063003016,San Carlos,Rural,2195 
063003017,San Juan Crisostomo,Rural,861 
063003018,Santa Rita,Rural,1247 
063003019,Santo Rosario,Rural,884 
063003020,Serallo,Rural,696 
063003021,Vista Alegre,Rural,579 
