id,name,urban_rural,population
050510001,Awang,Rural,336 
050510002,Bagatangki,Rural,569 
050510003,Balading,Rural,2996 
050510004,Balza,Rural,2061 
050510005,Bariw,Rural,1353 
050510006,Baybay,Rural,1647 
050510007,Bulang,Rural,864 
050510008,Burabod,Rural,836 
050510009,Cabunturan,Rural,681 
050510010,Comun,Rural,1672 
050510011,Diaro,Rural,885 
050510012,Estancia,Rural,3987 
050510013,Jonop,Rural,2009 
050510014,Labnig,Rural,3410 
050510015,Libod,Rural,949 
050510016,Malolos,Rural,785 
050510017,Matalipni,Rural,1863 
050510018,Ogob,Rural,1975 
050510019,Pawa,Rural,1103 
050510020,Payahan,Rural,1390 
050510021,Poblacion,Urban,570 
050510022,Bagumbayan,Rural,699 
050510023,Quinarabasahan,Rural,735 
050510024,Santa Elena,Rural,1018 
050510025,Soa,Rural,1248 
050510026,Sugcad,Rural,1615 
050510027,Tagoytoy,Rural,2217 
050510028,Tanawan,Rural,1638 
050510029,Tuliw,Rural,1659 
