id,name,urban_rural,population
050503001,Alcala,Rural,2755 
050503002,Alobo,Rural,792 
050503003,Anislag,Urban,9445 
050503004,Bagumbayan,Urban,3254 
050503005,Balinad,Rural,2230 
050503006,Bañadero,Rural,1637 
050503007,Bañag,Rural,2719 
050503008,Bascaran,Urban,3946 
050503009,Bigao,Rural,1015 
050503010,Binitayan,Urban,4257 
050503011,Bongalon,Rural,1123 
050503012,Budiao,Rural,271 
050503013,Burgos,Rural,1122 
050503014,Busay,Rural,1684 
050503015,Cullat,Rural,1460 
050503016,Canarom,Rural,501 
050503017,Dela Paz,Rural,773 
050503018,Dinoronan,Rural,608 
050503019,Gabawan,Rural,1983 
050503020,Gapo,Rural,1982 
050503021,Ibaugan,Rural,546 
050503022,Ilawod Area Pob. (Dist. 2),Urban,1978 
050503023,Inarado,Rural,1694 
050503024,Kidaco,Rural,1205 
050503025,Kilicao,Rural,3925 
050503026,Kimantong,Urban,1980 
050503027,Kinawitan,Rural,405 
050503028,Kiwalo,Rural,1160 
050503029,Lacag,Rural,2321 
050503030,Mabini,Rural,581 
050503031,Malabog,Rural,4099 
050503032,Malobago,Rural,492 
050503033,Maopi,Rural,1106 
050503034,Market Area Pob. (Dist. 1),Urban,2538 
050503035,Maroroy,Urban,5331 
050503036,Matnog,Rural,1680 
050503037,Mayon,Rural,1759 
050503038,Mi-isi,Rural,1028 
050503039,Nabasan,Rural,506 
050503040,Namantao,Rural,1538 
050503041,Pandan,Rural,1683 
050503042,Peñafrancia,Rural,2986 
050503044,Sagpon,Urban,5723 
050503045,Salvacion,Rural,3344 
050503046,San Rafael,Rural,296 
050503047,San Ramon,Rural,1441 
050503048,San Roque,Urban,4308 
050503049,San Vicente Grande,Rural,961 
050503050,San Vicente Pequeño,Rural,320 
050503051,Sipi,Urban,3454 
050503052,Tabon-tabon,Rural,2588 
050503053,Tagas,Urban,6527 
050503054,Talahib,Rural,541 
050503055,Villahermosa,Rural,2203 
