id,name,urban_rural,population
050509001,Binitayan,Rural,1654 
050509002,Calbayog,Rural,2029 
050509003,Canaway,Rural,2425 
050509004,Barangay I (Pob.),Urban,2075 
050509005,Barangay II (Pob.),Urban,540 
050509006,Barangay III (Pob.),Urban,1164 
050509007,Barangay IV (Pob.),Urban,1524 
050509008,Barangay V (Pob.),Urban,1122 
050509009,Salvacion,Rural,1220 
050509010,San Antonio Santicon (Pob.),Rural,762 
050509011,San Antonio Sulong,Rural,792 
050509012,San Francisco,Urban,1476 
050509013,San Isidro Ilawod,Rural,3528 
050509014,San Isidro Iraya,Rural,4330 
050509015,San Jose,Rural,4715 
050509016,San Roque,Rural,2047 
050509017,Santa Cruz,Rural,1599 
050509018,Santa Teresa,Urban,2565 
