id,name,urban_rural,population
050501001,Baclayon,Rural,2397 
050501002,Banao,Rural,1379 
050501003,Bariw,Rural,601 
050501004,Basud,Rural,1523 
050501005,Bayandong,Rural,1615 
050501006,Bonga (Upper),Rural,7468 
050501008,Buang,Rural,1267 
050501009,Cabasan,Rural,2004 
050501010,Cagbulacao,Rural,842 
050501011,Cagraray,Rural,767 
050501012,Cajogutan,Rural,1090 
050501013,Cawayan,Rural,1116 
050501014,Damacan,Rural,466 
050501015,Gubat Ilawod,Rural,1043 
050501016,Gubat Iraya,Rural,1138 
050501017,Hindi,Rural,3458 
050501018,Igang,Rural,2128 
050501019,Langaton,Rural,757 
050501020,Manaet,Rural,764 
050501021,Mapulang Daga,Rural,529 
050501022,Mataas,Rural,478 
050501023,Misibis,Rural,934 
050501024,Nahapunan,Rural,406 
050501025,Namanday,Rural,1440 
050501026,Namantao,Rural,901 
050501027,Napao,Rural,1690 
050501028,Panarayon,Rural,1658 
050501029,Pigcobohan,Rural,838 
050501030,Pili Ilawod,Rural,1284 
050501031,Pili Iraya,Rural,924 
050501032,Barangay 1 (Pob.),Rural,1078 
050501033,Barangay 10 (Pob.),Rural,652 
050501034,Barangay 11 (Pob.),Rural,194 
050501035,Barangay 12 (Pob.),Rural,305 
050501036,Barangay 13 (Pob.),Rural,1249 
050501037,Barangay 14 (Pob.),Rural,1176 
050501038,Barangay 2 (Pob.),Rural,282 
050501039,Barangay 3 (Pob.),Rural,543 
050501040,Barangay 4 (Pob.),Rural,277 
050501041,Barangay 5 (Pob.),Rural,279 
050501042,Barangay 6 (Pob.),Rural,266 
050501043,Barangay 7 (Pob.),Rural,262 
050501044,Barangay 8 (Pob.),Rural,122 
050501045,Barangay 9 (Pob.),Rural,631 
050501046,Pongco (Lower Bonga),Rural,960 
050501048,Busdac (San Jose),Rural,1082 
050501049,San Pablo,Rural,1240 
050501050,San Pedro,Rural,1516 
050501051,Sogod,Urban,4433 
050501052,Sula,Rural,960 
050501053,Tambilagao (Tambognon),Rural,920 
050501054,Tambongon (Tambilagao),Rural,748 
050501055,Tanagan,Rural,1486 
050501056,Uson,Rural,625 
050501057,Vinisitahan-Basud (Mainland),Rural,607 
050501058,Vinisitahan-Napao (lsland),Rural,926 
