id,name,urban_rural,population
037113001,Babuyan,Rural,521
037113002,Bolitoc,Rural,3089
037113003,Bangcol,Rural,918
037113004,Bayto,Rural,3446
037113005,Biay,Rural,2108
037113007,Canaynayan,Rural,1165
037113008,Gama,Rural,2021
037113009,Guinabon,Rural,1209
037113010,Guisguis,Rural,3091
037113011,Lipay,Urban,5876
037113012,Lomboy,Rural,1388
037113013,Lucapon North,Rural,2314
037113014,Lucapon South,Rural,3745
037113015,Malabago,Rural,1950
037113016,Naulo,Rural,1785
037113017,Poblacion North,Urban,2977
037113018,Pagatpat,Rural,3094
037113019,Pamonoran,Rural,1113
037113022,Sabang,Rural,1061
037113023,San Fernando,Rural,1998
037113024,Poblacion South,Urban,3270
037113025,Tabalong,Rural,561
037113028,Tubotubo North,Rural,2224
037113029,Tubotubo South,Rural,1793
037113030,Bulawon,Rural,1150
