id,name,urban_rural,population
037107001,Asinan,Urban,3341
037107002,Banicain,Urban,6588
037107003,Barreto,Urban,18840
037107005,East Bajac-bajac,Urban,17334
037107006,East Tapinac,Urban,9373
037107008,Gordon Heights,Urban,26086
037107011,Kalaklan,Urban,12934
037107012,New Kalalake,Urban,9219
037107013,Mabayuan,Urban,10323
037107014,New Cabalan,Urban,25428
037107015,New Ilalim,Urban,1423
037107016,New Kababae,Urban,2261
037107017,Pag-asa,Urban,5672
037107018,Santa Rita,Urban,39793
037107019,West Bajac-bajac,Urban,7548
037107020,West Tapinac,Urban,6756
037107021,Old Cabalan,Urban,18259
