id,name,urban_rural,population
015536001,Bensican,Rural,660
015536002,Cabitnongan,Rural,1232
015536003,Caboloan,Rural,932
015536005,Cacabugaoan,Rural,1338
015536006,Calanutian,Rural,485
015536007,Calaocan,Rural,1075
015536008,Camanggaan,Rural,581
015536009,Camindoroan,Rural,532
015536010,Casaratan,Rural,1128
015536011,Dalumpinas,Rural,1439
015536013,Fianza,Rural,851
015536015,Lungao,Rural,585
015536016,Malico,Rural,214
015536017,Malilion,Rural,1063
015536018,Nagkaysa,Rural,963
015536019,Nining,Rural,451
015536020,Poblacion East,Urban,2607
015536021,Poblacion West,Rural,584
015536022,Salingcob,Rural,806
015536023,Salpad,Rural,455
015536024,San Felipe East,Rural,2488
015536025,San Felipe West,Rural,942
015536026,San Isidro (Sta. Cruzan),Rural,777
015536027,San Jose,Rural,1072
015536028,San Rafael Centro,Rural,762
015536029,San Rafael East,Rural,732
015536030,San Rafael West,Rural,1472
015536031,San Roque,Rural,2705
015536032,Santa Maria East,Rural,1606
015536033,Santa Maria West,Urban,1217
015536034,Santo Tomas,Rural,521
015536035,Siblot,Rural,1236
015536036,Sobol,Rural,597
