id,name,urban_rural,population
015513001,Amancoro,Urban,712
015513002,Balagan,Rural,1759
015513003,Balogo,Urban,1962
015513004,Basing,Urban,2065
015513005,Baybay Lopez,Rural,2447
015513006,Baybay Polong,Rural,2577
015513007,Biec,Rural,3272
015513008,Buenlag,Rural,2796
015513009,Calit,Rural,2221
015513010,Caloocan Norte,Urban,2718
015513011,Caloocan Sur,Urban,3520
015513012,Camaley,Rural,2374
015513013,Canaoalan,Urban,3608
015513014,Dulag,Urban,2615
015513015,Gayaman,Urban,3894
015513016,Linoc,Rural,2234
015513017,Lomboy,Rural,3281
015513018,Nagpalangan,Urban,1474
015513019,Malindong,Rural,3274
015513020,Manat,Urban,1580
015513021,Naguilayan,Rural,4300
015513022,Pallas,Rural,1918
015513023,Papagueyan,Rural,1490
015513024,Parayao,Rural,1995
015513026,Poblacion,Urban,4533
015513027,Pototan,Rural,1170
015513028,Sabangan,Urban,779
015513029,Salapingao,Urban,1156
015513030,San Isidro Norte,Rural,2447
015513031,San Isidro Sur,Urban,2487
015513032,Santa Rosa,Rural,3212
015513033,Tombor,Rural,1786
015513034,Caloocan Dupo,Urban,1046
