id,name,urban_rural,population
015518001,Bacayao Norte,Urban,3283
015518002,Bacayao Sur,Urban,2632
015518003,Barangay II (Nueva),Urban,2824
015518004,Barangay IV (Zamora),Urban,841
015518006,Bolosan,Urban,3862
015518007,Bonuan Binloc,Urban,8246
015518008,Bonuan Boquig,Urban,13686
015518009,Bonuan Gueset,Urban,22042
015518010,Calmay,Urban,6706
015518011,Carael,Urban,4732
015518012,Caranglaan,Urban,6459
015518013,Herrero,Urban,2428
015518014,Lasip Chico,Urban,1370
015518015,Lasip Grande,Urban,2622
015518016,Lomboy,Urban,1367
015518017,Lucao,Urban,9748
015518018,Malued,Urban,9406
015518019,Mamalingling,Urban,1456
015518020,Mangin,Urban,3700
015518021,Mayombo,Urban,7937
015518022,Pantal,Urban,17174
015518023,Poblacion Oeste,Urban,4523
015518024,Barangay I (T. Bugallon),Urban,673
015518025,Pogo Chico,Urban,4603
015518026,Pogo Grande,Urban,2112
015518027,Pugaro Suit,Urban,4757
015518028,Salapingao,Urban,2890
015518029,Salisay,Urban,2134
015518030,Tambac,Urban,2328
015518031,Tapuac,Urban,4391
015518032,Tebeng,Urban,2744
