id,name,urban_rural,population
015524001,Abonagan,Rural,1380
015524002,Agdao,Urban,795
015524003,Alacan,Rural,1856
015524004,Aliaga,Urban,2323
015524005,Amacalan,Urban,1194
015524006,Anolid,Rural,1095
015524007,Apaya,Urban,1901
015524008,Asin Este,Rural,2676
015524009,Asin Weste,Rural,849
015524010,Bacundao Este,Rural,1223
015524011,Bacundao Weste,Rural,1178
015524012,Bakitiw,Rural,2115
015524013,Balite,Rural,980
015524014,Banawang,Urban,2461
015524015,Barang,Rural,1894
015524016,Bawer,Rural,634
015524017,Binalay,Urban,1231
015524018,Bobon,Rural,959
015524019,Bolaoit,Rural,2543
015524020,Bongar,Rural,1870
015524021,Butao,Urban,1023
015524022,Cabatling,Rural,2516
015524023,Cabueldatan,Urban,689
015524026,Calbueg,Rural,1397
015524027,Canan Norte,Rural,1875
015524028,Canan Sur,Rural,1090
015524029,Cawayan Bogtong,Rural,2809
015524031,Don Pedro,Rural,2971
015524032,Gatang,Rural,1482
015524033,Goliman,Rural,1369
015524034,Gomez,Rural,1141
015524035,Guilig,Rural,1337
015524036,Ican,Rural,1331
015524037,Ingalagala,Urban,703
015524038,Lareg-lareg,Rural,2416
015524039,Lasip,Urban,1407
015524040,Lepa,Rural,2119
015524041,Loqueb Este,Rural,2596
015524042,Loqueb Norte,Rural,2050
015524043,Loqueb Sur,Rural,1498
015524044,Lunec,Rural,2251
015524045,Mabulitec,Rural,861
015524047,Malimpec,Rural,2308
015524048,Manggan-Dampay,Urban,1321
015524049,Nancapian,Rural,1228
015524050,Nalsian Norte,Rural,2953
015524051,Nalsian Sur,Rural,1126
015524053,Nansangaan,Urban,586
015524054,Olea,Rural,2231
015524055,Pacuan,Rural,642
015524056,Palapar Norte,Rural,1211
015524057,Palapar Sur,Rural,921
015524058,Palong,Rural,2189
015524059,Pamaranum,Rural,625
015524060,Pasima,Rural,2586
015524061,Payar,Rural,1389
015524062,Poblacion,Urban,7843
015524063,Polong Norte,Urban,1432
015524064,Polong Sur,Rural,1560
015524065,Potiocan,Rural,1589
015524066,San Julian,Rural,1353
015524067,Tabo-Sili,Rural,1291
015524068,Tobor,Rural,2034
015524069,Talospatang,Rural,2863
015524070,Taloy,Rural,2498
015524071,Taloyan,Rural,1089
015524072,Tambac,Rural,2737
015524073,Tolonguat,Rural,964
015524074,Tomling,Rural,1223
015524075,Umando,Rural,1281
015524076,Viado,Rural,687
015524077,Waig,Rural,877
015524078,Warey,Rural,2841
