id,name,urban_rural,population
015506002,Ariston Este,Rural,1822
015506003,Ariston Weste,Rural,3009
015506004,Bantog,Rural,4217
015506005,Baro,Rural,2321
015506006,Bobonan,Rural,1230
015506007,Cabalitian,Urban,2517
015506008,Calepaan,Rural,3890
015506009,Carosucan Norte,Urban,3906
015506010,Carosucan Sur,Urban,3084
015506011,Coldit,Rural,1725
015506012,Domanpot,Urban,5445
015506013,Dupac,Rural,2188
015506014,Macalong,Rural,3549
015506015,Palaris,Rural,2010
015506016,Poblacion East,Urban,2989
015506017,Poblacion West,Urban,1761
015506018,San Vicente Este,Rural,1306
015506019,San Vicente Weste,Rural,2247
015506020,Sanchez,Urban,1361
015506021,Sobol,Urban,2667
015506022,Toboy,Urban,3109
