id,name,urban_rural,population
015507001,Angayan Norte,Rural,1263
015507002,Angayan Sur,Rural,645
015507003,Capulaan,Urban,1027
015507004,Esmeralda,Rural,2599
015507005,Kita-kita,Rural,1624
015507006,Mabini,Rural,778
015507007,Mauban,Rural,1042
015507008,Poblacion,Urban,1941
015507009,Pugaro,Urban,2259
015507010,Rajal,Urban,1613
015507011,San Andres,Rural,899
015507012,San Aurelio 1st,Urban,1721
015507013,San Aurelio 2nd,Rural,1275
015507014,San Aurelio 3rd,Rural,649
015507015,San Joaquin,Urban,1475
015507016,San Julian,Rural,953
015507017,San Leon,Rural,1680
015507018,San Marcelino,Rural,1336
015507019,San Miguel,Rural,627
015507020,San Raymundo,Rural,1272
