id,name,urban_rural,population
015510001,Artacho,Urban,975
015510003,Cabuaan,Rural,1416
015510004,Cacandongan,Rural,813
015510006,Diaz,Urban,4068
015510007,Nandacan,Urban,1251
015510009,Nibaliw Norte,Urban,2050
015510010,Nibaliw Sur,Rural,1036
015510011,Palisoc,Urban,1562
015510012,Poblacion East,Urban,1978
015510013,Poblacion West,Urban,995
015510014,Pogo,Urban,1849
015510015,Poponto,Urban,1662
015510016,Primicias,Urban,1802
015510017,Ketegan,Urban,1132
015510018,Sinabaan,Urban,559
015510019,Vacante,Urban,1461
015510020,Villanueva,Urban,2355
015510021,Baluyot,Rural,3229
