id,name,urban_rural,population
015530001,Alipangpang,Rural,5596
015530002,Amagbagan,Urban,2399
015530003,Balacag,Rural,1047
015530004,Banding,Rural,790
015530006,Bantugan,Rural,966
015530007,Batakil,Rural,2748
015530008,Bobonan,Rural,2695
015530009,Buneg,Rural,1730
015530010,Cablong,Rural,1667
015530011,Castaño,Rural,922
015530012,Dilan,Rural,3684
015530013,Don Benito,Rural,1407
015530014,Haway,Rural,677
015530015,Imbalbalatong,Rural,2101
015530016,Inoman,Rural,2175
015530017,Laoac,Rural,933
015530018,Maambal,Rural,1239
015530019,Malasin,Rural,1853
015530020,Malokiat,Rural,1200
015530021,Manaol,Rural,1450
015530022,Nama,Rural,2812
015530023,Nantangalan,Rural,1504
015530024,Palacpalac,Rural,2841
015530025,Palguyod,Rural,2978
015530026,Poblacion I,Rural,2478
015530027,Poblacion II,Rural,1305
015530028,Poblacion III,Urban,1612
015530029,Poblacion IV,Rural,1215
015530030,Rosario,Rural,4877
015530031,Sugcong,Urban,1838
015530032,Talogtog,Rural,1995
015530033,Tulnac,Rural,674
015530034,Villegas,Rural,1638
015530035,Casanfernandoan,Rural,1065
