id,name,urban_rural,population
015526001,Alitaya,Urban,4160
015526002,Amansabina,Urban,2387
015526003,Anolid,Urban,6507
015526004,Banaoang,Urban,4958
015526005,Bantayan,Urban,3408
015526006,Bari,Urban,5925
015526007,Bateng,Urban,2501
015526008,Buenlag,Urban,3662
015526009,David,Urban,4275
015526010,Embarcadero,Urban,2512
015526011,Gueguesangen,Urban,2510
015526012,Guesang,Urban,3525
015526013,Guiguilonen,Urban,3180
015526014,Guilig,Urban,3113
015526015,Inlambo,Urban,1499
015526016,Lanas,Urban,3065
015526017,Landas,Urban,1958
015526018,Maasin,Urban,2934
015526019,Macayug,Urban,2287
015526020,Malabago,Urban,4679
015526021,Navaluan,Urban,3391
015526022,Nibaliw,Urban,2717
015526023,Osiem,Urban,3178
015526024,Palua,Urban,1932
015526025,Poblacion,Urban,4992
015526026,Pogo,Urban,1380
015526027,Salaan,Urban,2438
015526028,Salay,Urban,4958
015526029,Tebag,Urban,2571
015526030,Talogtog,Urban,2303
