id,name,urban_rural,population
083734001,Agbanga,Rural,1142
083734002,Altavista,Rural,753
083734004,Cahagnaan,Urban,1945
083734005,Calumpang,Rural,1036
083734006,Caningag,Rural,280
083734007,Caridad Norte,Rural,1202
083734008,Caridad Sur,Rural,1109
083734009,Elevado,Rural,1531
083734010,Esperanza,Rural,781
083734011,Hitoog,Rural,699
083734012,Itum,Rural,910
083734013,Lowan,Rural,606
083734014,Monte Alegre,Rural,821
083734016,San Isidro (Pob.),Urban,796
083734017,San Pedro (Pob.),Urban,970
083734018,Santo Niño (Pob.),Urban,1189
083734019,President Garcia,Rural,1104
083734020,Punong,Rural,1006
083734021,San Juan,Rural,771
083734022,San Salvador,Rural,1217
083734023,San Vicente,Rural,480
083734024,Santa Fe,Rural,2276
083734025,Santa Paz,Rural,1629
083734026,Tag-os,Rural,1250
083734027,Templanza,Rural,1277
083734028,Tigbao,Rural,1082
083734029,Waterloo,Rural,478
083734030,Zaragoza,Rural,1545
083734031,Bagong Lipunan,Rural,679
083734032,Taglibas Imelda,Rural,533
