id,name,urban_rural,population
083735001,A. Bonifacio,Rural,1102
083735002,Mabini,Rural,944
083735003,Burgos,Rural,456
083735004,Calipayan,Rural,629
083735005,Camansi,Rural,396
083735006,General Antonio Luna,Rural,790
083735007,Liberty,Rural,1047
083735008,Ormocay,Rural,893
083735009,Poblacion Zone 1,Rural,998
083735010,Poblacion Zone 2,Rural,1135
083735011,Poblacion Zone 3,Urban,845
083735012,San Roque,Rural,1805
083735013,Santa Cruz,Rural,600
083735014,Talisay,Rural,796
083735015,Union,Rural,1695
083735016,Wilson,Rural,563
