id,name,urban_rural,population
083706001,Abango,Rural,1178
083706002,Amahit,Rural,1576
083706004,Balire,Rural,471
083706005,Balud,Rural,566
083706006,Bukid,Rural,1110
083706007,Bulod,Rural,567
083706008,Busay,Rural,794
083706009,Cabolo-an,Rural,321
083706010,Calingcaguing,Rural,1172
083706011,Can-isak,Rural,672
083706012,Canomantag,Rural,599
083706013,Duka,Rural,390
083706014,Guindaohan,Rural,593
083706015,Hiagsam,Rural,218
083706016,Hilaba,Rural,995
083706017,Hinugayan,Rural,890
083706018,Ibag,Rural,431
083706019,Minuhang,Rural,1821
083706020,Minuswang,Rural,727
083706021,Pikas,Rural,1187
083706022,Pitogo,Rural,414
083706023,Poblacion Dist. I,Urban,1332
083706024,Poblacion Dist. II,Rural,1055
083706025,Poblacion Dist. III,Urban,654
083706026,Poblacion Dist. IV,Urban,933
083706027,Poblacion Dist. V,Rural,1199
083706028,Poblacion Dist. VI (New Road),Rural,892
083706029,Pongso,Rural,237
083706031,Roosevelt,Rural,743
083706032,San Isidro,Rural,909
083706033,Santa Rosa,Rural,1657
083706034,Santarin,Rural,1040
083706035,Tutug-an,Rural,501
083706036,Cabarasan,Rural,771
083706037,Cuta,Rural,582
083706038,Domogdog,Rural,447
083706039,San Roque,Rural,448
