id,name,urban_rural,population
083723001,Alahag,Rural,160
083723002,Anibongan,Rural,511
083723003,Badiang,Rural,446
083723004,Batug,Rural,308
083723005,Buenavista,Rural,1449
083723006,Bukid,Rural,506
083723007,Burabod,Rural,927
083723008,Buri,Rural,554
083723009,Kaglawaan,Rural,1084
083723010,Canhandugan,Rural,2167
083723011,Crossing Rubas,Rural,1192
083723012,Daro,Rural,706
083723013,Hiagsam,Rural,1814
083723014,Hibunawon,Rural,510
083723015,Hibucawan,Rural,827
083723016,Kalinawan,Rural,847
083723017,Likod,Rural,408
083723018,Macanip,Rural,1755
083723019,Macopa,Rural,1115
083723020,Mag-aso,Rural,760
083723021,Malobago,Rural,644
083723023,Olotan,Rural,1189
083723024,Pange,Rural,491
083723025,Parasan,Rural,442
083723026,Pitogo,Rural,1060
083723027,District I (Pob.),Urban,2371
083723028,District II (Pob.),Rural,1413
083723029,District III (Pob.),Urban,2028
083723030,District IV (Pob.),Rural,1391
083723031,Sagkahan,Rural,424
083723032,San Agustin,Rural,824
083723033,San Pedro,Rural,496
083723034,San Roque,Rural,746
083723035,Santa Cruz,Rural,1583
083723036,Santo Niño,Rural,603
083723037,Sari-sari,Rural,295
083723038,Tinambacan,Rural,1108
083723039,Tuba,Rural,794
083723040,Uguiao,Rural,1108
083723041,Villagonzoilo (Villa Consuelo),Rural,336
083723042,Villa Paz,Rural,254
083723043,Bias Zabala,Rural,465
083723044,Atipolo,Rural,382
083723045,Canapuan,Rural,509
083723046,La Paz,Rural,334
083723047,Palanog,Rural,241
