id,name,urban_rural,population
083728001,Bagacay East,Rural,554
083728002,Bagacay West,Rural,273
083728003,Bongtod,Rural,479
083728004,Bocawon,Rural,247
083728005,Buracan,Rural,584
083728006,Caabangan,Rural,245
083728007,Cacao,Rural,262
083728008,Cagngaran,Rural,221
083728009,Calabnian,Rural,250
083728010,Calaghusan,Rural,329
083728011,Caltayan,Rural,394
083728012,Canbañez,Rural,510
083728013,Cogon,Rural,275
083728014,Duyog,Rural,843
083728015,Gimenarat East,Rural,529
083728016,Gimenarat West,Rural,463
083728017,Limba,Rural,708
083728018,Lubi-lubi,Rural,425
083728019,Luneta,Rural,1494
083728020,Mag-aso,Rural,670
083728021,Moroboro,Rural,281
083728022,Pansud,Rural,378
083728023,Pawa,Rural,537
083728024,Piliway,Rural,339
083728025,Poblacion District 1,Rural,742
083728026,Poblacion District 2,Rural,816
083728027,Poblacion District 3,Rural,1145
083728028,Poblacion District 4,Urban,1131
083728029,Quiong,Rural,355
083728030,Rizal,Rural,576
083728031,San Victoray,Rural,385
083728032,Santa Ana,Rural,1241
083728033,Santa Elena,Rural,864
083728034,Tabang,Rural,236
083728035,Tarugan,Rural,352
