id,name,urban_rural,population
083715001,Balilit,Rural,971
083715002,Barayong,Rural,305
083715003,Barugohay Central,Rural,1045
083715004,Barugohay Norte,Rural,1952
083715005,Barugohay Sur,Rural,880
083715006,Baybay (Pob.),Urban,2485
083715007,Binibihan,Rural,1171
083715008,Bislig,Rural,723
083715009,Caghalo,Rural,1187
083715010,Camansi,Rural,1084
083715011,Canal,Rural,754
083715012,Candigahub,Rural,837
083715013,Canlampay,Rural,903
083715014,Cogon,Rural,630
083715015,Cutay,Rural,880
083715016,East Visoria,Rural,845
083715017,Guindapunan East,Rural,1201
083715018,Guindapunan West,Rural,845
083715019,Hiluctogan,Rural,742
083715020,Jugaban (Pob.),Rural,2340
083715021,Libo,Rural,1002
083715022,Lower Hiraan,Rural,399
083715023,Lower Sogod,Rural,529
083715024,Macalpi,Rural,932
083715025,Manloy,Rural,1048
083715026,Nauguisan,Rural,937
083715027,Pangna,Rural,834
083715028,Parag-um,Rural,1195
083715029,Parina,Rural,704
083715030,Piloro,Rural,489
083715031,Ponong (Pob.),Urban,2734
083715032,Sagkahan,Rural,961
083715033,San Mateo (Pob.),Urban,1485
083715034,Santa Fe,Rural,393
083715035,Sawang (Pob.),Urban,2850
083715036,Tagak,Rural,568
083715037,Tangnan,Rural,730
083715038,Tigbao,Rural,595
083715039,Tinaguban,Rural,1106
083715040,Upper Hiraan,Rural,720
083715041,Upper Sogod,Rural,562
083715042,Uyawan,Rural,803
083715043,West Visoria,Rural,1687
083715044,Paglaum,Rural,484
083715045,San Juan,Rural,282
083715046,Bagong Lipunan,Rural,474
083715047,Canfabi,Rural,426
083715048,Rizal (Tagak East),Rural,417
083715049,San Isidro,Rural,318
