id,name,urban_rural,population
083744001,Baculanad,Rural,657
083744002,Badiangay,Rural,511
083744003,Bulod,Rural,701
083744004,Catoogan,Rural,460
083744005,Katipunan,Rural,815
083744006,Milagrosa,Rural,657
083744007,Pilit,Rural,1281
083744008,Pitogo,Rural,555
083744009,Zone 1 (Pob.),Rural,794
083744010,Zone 2 (Pob.),Rural,849
083744011,Zone 3 (Pob.),Urban,707
083744012,San Isidro,Rural,1603
083744013,San Juan,Rural,1108
083744014,San Miguelay,Rural,416
083744015,San Roque,Rural,1991
083744016,Tibak,Rural,1655
083744017,Victoria,Rural,660
083744018,Cutay,Rural,542
083744019,Gapas,Rural,658
083744020,Zone 4 Pob. (Cabangcalan),Rural,807
