id,name,urban_rural,population
083743001,Bagacay,Rural,546
083743002,Bahay,Rural,1428
083743003,Bairan,Rural,1097
083743004,Cabatianuhan,Rural,1318
083743005,Canap,Rural,707
083743006,Capilihan,Rural,258
083743007,Caraycaray,Rural,492
083743009,Libtong (East Poblacion),Urban,2177
083743010,Guinciaman,Rural,1322
083743011,Impo,Rural,267
083743012,Kinalumsan,Rural,240
083743014,Lukay,Rural,715
083743015,Malaguinabot,Rural,784
083743016,Malpag,Rural,454
083743017,Mawodpawod,Rural,594
083743018,Patong,Rural,518
083743019,Pinarigusan,Rural,555
083743020,San Andres,Rural,397
083743021,Santa Cruz,Rural,1581
083743022,Santol,Rural,807
083743023,Cayare (West Poblacion),Urban,1304
