id,name,urban_rural,population
083701001,Alangilan,Rural,235
083701002,Anibongan,Rural,330
083701003,Buaya,Rural,713
083701004,Bagacay,Rural,513
083701005,Bahay,Rural,314
083701006,Balinsasayao,Rural,2242
083701007,Balocawe,Rural,1602
083701008,Balocawehay,Rural,3439
083701009,Barayong,Rural,1307
083701010,Bayabas,Rural,776
083701011,Bito (Pob.),Rural,1943
083701012,Buenavista,Rural,655
083701013,Bulak,Rural,629
083701014,Bunga,Rural,1713
083701015,Buntay (Pob.),Urban,2195
083701016,Burubud-an,Rural,716
083701017,Cagbolo,Rural,2006
083701018,Can-uguib (Pob.),Rural,1661
083701019,Can-aporong,Rural,412
083701020,Canmarating,Rural,1100
083701021,Capilian,Rural,907
083701022,Cadac-an,Rural,397
083701023,Combis,Rural,383
083701024,Dingle,Rural,643
083701025,Guintagbucan (Pob.),Urban,1234
083701026,Hampipila,Rural,1400
083701027,Katipunan,Rural,1078
083701028,Kikilo,Rural,587
083701029,Laray,Rural,244
083701030,Lawa-an,Rural,355
083701031,Libertad,Rural,1046
083701032,Loyonsawang (Pob.),Urban,1190
083701033,Mahagna (New Cagbolo),Rural,448
083701034,Mag-atubang,Rural,269
083701035,Mahayahay,Rural,175
083701036,Maitum,Rural,471
083701037,Malaguicay,Rural,975
083701038,Matagnao,Rural,601
083701039,Nalibunan (Pob.),Urban,773
083701040,Nebga,Rural,489
083701041,Odiongan,Rural,712
083701042,Pagsang-an,Rural,979
083701043,Paguite,Rural,811
083701044,Parasanon,Rural,679
083701045,Picas Sur,Rural,616
083701046,Pilar,Rural,435
083701047,Pinamanagan,Rural,585
083701048,Salvacion,Rural,674
083701049,San Francisco,Rural,336
083701050,San Isidro,Rural,569
083701051,San Roque,Rural,879
083701052,Santa Fe (Pob.),Rural,1710
083701053,Santa Lucia (Pob.),Rural,319
083701054,Santo Niño (Pob.),Rural,2644
083701055,Tabigue,Rural,1117
083701056,Tadoc,Rural,425
083701057,New Taligue,Rural,388
083701058,Old Taligue,Rural,359
083701059,Tib-o,Rural,635
083701060,Tinalian,Rural,416
083701061,Tinocolan,Rural,353
083701062,Tuy-a,Rural,709
083701063,Victory (Pob.),Rural,2630
