id,name,urban_rural,population
083717001,Abaca,Rural,899
083717002,Abre,Rural,523
083717003,Balilit,Rural,951
083717004,Banayon,Rural,458
083717005,Bayabas,Rural,271
083717006,Bolirao,Rural,465
083717007,Buenavista,Rural,21
083717008,Buntay,Rural,910
083717009,Caanislagan,Rural,349
083717010,Cabariwan,Rural,436
083717011,Cabuloran,Rural,947
083717012,Cabunga-an,Rural,217
083717013,Calipayan,Rural,935
083717014,Calsadahay,Rural,280
083717015,Caluctogan,Rural,547
083717016,Calutan,Rural,330
083717017,Camono-an,Rural,408
083717018,Candagara,Rural,375
083717019,Canlingga,Rural,841
083717020,Cansamada East,Rural,501
083717021,Digahongan,Rural,271
083717022,Guinarona,Rural,795
083717023,Hiabangan,Rural,958
083717024,Hilabago,Rural,380
083717025,Hinabuyan,Rural,658
083717026,Hinologan,Rural,579
083717027,Hitumnog,Rural,555
083717028,Katipunan,Rural,258
083717029,Los Martires,Rural,228
083717030,Lobe-lobe,Rural,164
083717031,Macaalang,Rural,253
083717032,Maliwaliw,Rural,515
083717033,Maragondong,Rural,462
083717034,Ormocay,Rural,229
083717035,Palacio,Rural,389
083717036,Panda,Rural,413
083717037,Patoc,Rural,1449
083717038,Plaridel,Rural,521
083717039,Sampao West Pob. (Dist. 8),Rural,282
083717040,Lapu-lapu Pob. (Dist. 2),Rural,766
083717041,Lusad Pob. (Dist. 6),Rural,732
083717042,Sampao East Pob. (Dist. 9),Rural,533
083717043,San Antonio Pob. (Dist. 5),Rural,616
083717044,San Jose Pob. (Dist. 1),Urban,214
083717045,Sta. Mesa Pob. (Dist. 7),Rural,574
083717046,Tunga Pob. (Dist. 4),Rural,274
083717047,San Roque Pob. (Dist. 3),Rural,264
083717048,Poponton,Rural,407
083717049,Rizal,Rural,621
083717050,Salvacion,Rural,30
083717051,San Benito,Rural,441
083717052,Santo Domingo,Rural,308
083717053,Sirab,Rural,390
083717054,Tagkip,Rural,443
083717055,Tin-ao,Rural,473
083717056,Victoria,Rural,396
083717057,Balugo,Rural,131
083717058,Cansamada West,Rural,267
083717059,Capulhan,Rural,443
083717060,Lobe-lobe East,Rural,563
083717061,Paraiso,Rural,891
083717062,Sampaguita,Rural,643
083717063,Sawahon,Rural,340
083717064,Talinhugon,Rural,372
083717065,Tuya,Rural,335
