id,name,urban_rural,population
083707001,Alegria,Rural,1252
083707002,Alejos,Rural,1346
083707003,Amagos,Rural,715
083707004,Anahawan,Rural,2142
083707005,Bago,Rural,950
083707006,Bagong Bayan District (Pob.),Rural,989
083707008,Buli,Rural,1130
083707009,Cebuana,Rural,246
083707010,Daan Lungsod,Rural,1092
083707011,Dawahon,Rural,3110
083707012,Himamaa,Rural,623
083707013,Dolho,Rural,2648
083707014,Domagocdoc,Rural,321
083707015,Guerrero District (Pob.),Rural,861
083707016,Iniguihan District (Pob.),Rural,1852
083707017,Katipunan,Rural,385
083707018,Liberty (Binaliw),Rural,551
083707019,Mabini,Rural,442
083707020,Naga,Rural,454
083707021,Osmeña,Rural,1015
083707022,Plaridel,Rural,413
083707023,Kalanggaman District (Pob.),Urban,1379
083707026,Ponong,Rural,1987
083707027,San Agustin,Rural,420
083707028,Santo Niño,Rural,301
083707029,Tabunok,Rural,2694
083707030,Tagaytay,Rural,1093
083707031,Tinago District (Pob.),Rural,2460
083707032,Tugas,Rural,1484
083707033,Imelda,Rural,425
083707034,Marcelo,Rural,385
083707035,Rivilla,Rural,445
