id,name,urban_rural,population
012903001,Aggay,Rural,743
012903002,An-annam,Rural,1405
012903003,Balaleng,Rural,2724
012903004,Banaoang,Rural,393
012903005,Bulag,Urban,2412
012903006,Buquig,Rural,842
012903007,Cabalanggan,Rural,691
012903008,Cabaroan,Rural,716
012903009,Cabusligan,Rural,715
012903010,Capangdanan,Rural,851
012903011,Guimod,Rural,1005
012903012,Lingsat,Rural,1099
012903013,Malingeb,Rural,1396
012903014,Mira,Rural,459
012903015,Naguiddayan,Rural,609
012903016,Ora,Rural,2103
012903017,Paing,Rural,1554
012903018,Puspus,Rural,500
012903019,Quimmarayan,Rural,546
012903020,Sagneb,Rural,366
012903021,Sagpat,Rural,718
012903022,San Mariano (Sallacong),Rural,326
012903023,San Isidro,Rural,779
012903024,San Julian,Rural,894
012903026,Sinabaan,Rural,622
012903027,Taguiporo,Rural,1237
012903028,Taleb,Rural,1688
012903029,Tay-ac,Rural,2439
012903030,Barangay 1 (Pob.),Rural,622
012903031,Barangay 2 (Pob.),Rural,727
012903032,Barangay 3 (Pob.),Rural,1008
012903033,Barangay 4 (Pob.),Rural,925
012903034,Barangay 5 (Pob.),Urban,732
012903035,Barangay 6 (Pob.),Rural,477
