id,name,urban_rural,population
012907001,Anonang Mayor,Rural,1011
012907002,Anonang Menor,Rural,872
012907003,Baggoc,Rural,668
012907004,Callaguip,Rural,939
012907005,Caparacadan,Rural,351
012907006,Fuerte,Rural,2578
012907007,Manangat,Rural,933
012907008,Naguilian,Urban,1283
012907009,Nansuagao,Rural,665
012907010,Pandan,Urban,1170
012907011,Pantay-Quitiquit,Rural,361
012907012,Don Dimas Querubin (Pob.),Urban,996
012907013,Puro,Rural,1207
012907014,Pantay Tamurong,Rural,1884
012907015,Villamar,Rural,1507
012907016,Don Alejandro Quirolgico (Pob.),Urban,1090
012907017,Don Lorenzo Querubin (Pob.),Urban,1036
