id,name,urban_rural,population
012905001,Alinaay,Rural,812
012905002,Aragan,Rural,787
012905003,Arnap,Rural,1116
012905004,Baclig (Pob.),Rural,2268
012905005,Bato,Rural,443
012905006,Bonifacio (Pob.),Urban,1383
012905007,Bungro,Rural,402
012905008,Cacadiran,Rural,841
012905009,Caellayan,Rural,1057
012905010,Carusipan,Rural,563
012905011,Catucdaan,Rural,907
012905012,Cuancabal,Rural,916
012905013,Cuantacla,Rural,729
012905014,Daclapan,Rural,2150
012905015,Dardarat,Rural,1470
012905016,Lipit,Rural,858
012905017,Maradodon,Rural,837
012905018,Margaay,Rural,837
012905019,Nagsantaan,Rural,370
012905020,Nagsincaoan,Rural,424
012905021,Namruangan,Rural,1773
012905022,Pila,Rural,744
012905023,Pug-os,Rural,1824
012905024,Quezon (Pob.),Rural,2066
012905025,Reppaac,Rural,344
012905026,Rizal (Pob.),Urban,1382
012905027,Sabang,Rural,1326
012905028,Sagayaden,Rural,1004
012905029,Salapasap,Urban,1688
012905030,Salomague,Rural,1576
012905031,Sisim,Rural,625
012905032,Turod,Rural,1413
012905033,Turod-Patac,Rural,771
