id,name,urban_rural,population
012928001,Binalayangan,Rural,285
012928002,Binongan,Rural,699
012928003,Borobor,Rural,484
012928004,Cabaritan,Rural,1020
012928005,Cabigbigaan,Rural,607
012928006,Calautit,Rural,1014
012928007,Calay-ab,Rural,823
012928008,Camestizoan,Rural,989
012928009,Casili,Rural,374
012928010,Flora,Rural,594
012928011,Lagatit,Rural,906
012928012,Laoingen,Rural,1338
012928013,Lussoc,Rural,1164
012928014,Nalasin,Rural,1335
012928015,Nagbettedan,Rural,717
012928016,Naglaoa-an,Rural,879
012928017,Nambaran,Rural,1278
012928018,Nanerman,Rural,541
012928019,Napo,Rural,546
012928020,Padu Chico,Rural,946
012928021,Padu Grande,Rural,298
012928022,Paguraper,Rural,384
012928023,Panay,Rural,174
012928024,Pangpangdan,Rural,555
012928025,Parada,Rural,789
012928026,Paras,Rural,719
012928027,Poblacion,Rural,891
012928030,Puerta Real,Rural,881
012928031,Pussuac,Rural,1040
012928032,Quimmarayan,Rural,1107
012928033,San Pablo,Rural,873
012928034,Santa Cruz,Rural,604
012928035,Santo Tomas,Rural,442
012928036,Sived,Rural,785
012928038,Vacunero,Rural,1097
012928039,Suksukit,Rural,418
