id,name,urban_rural,population
097322001,Alegria,Rural, 977 
097322002,Balangasan (Pob.),Rural, 13427 
097322003,Balintawak,Rural, 2533 
097322004,Baloyboan,Rural, 1275 
097322005,Banale,Rural, 7287 
097322006,Bogo,Rural, 1150 
097322007,Bomba,Rural, 3217 
097322010,Buenavista,Rural, 5140 
097322011,Bulatok,Rural, 2890 
097322012,Bulawan,Rural, 1101 
097322013,Danlugan,Urban, 3146 
097322014,Dao,Rural, 5272 
097322015,Datagan,Rural, 1189 
097322016,Deborok,Rural, 1117 
097322017,Ditoray,Rural, 1060 
097322018,Gatas (Pob.),Urban, 2201 
097322019,Gubac,Rural, 1100 
097322020,Gubang,Rural, 1805 
097322021,Kagawasan,Rural, 1827 
097322022,Kahayagan,Rural, 1332 
097322023,Kalasan,Rural, 1406 
097322024,La Suerte,Rural, 1098 
097322025,Lala,Rural, 2033 
097322026,Lapidian,Rural, 1391 
097322027,Lenienza,Urban, 3150 
097322028,Lizon Valley,Rural, 2818 
097322029,Lourdes,Rural, 1433 
097322030,Lower Sibatang,Rural, 1096 
097322031,Lumad,Rural, 1280 
097322032,Macasing,Rural, 1625 
097322033,Manga,Rural, 1764 
097322034,Muricay,Rural, 2811 
097322035,Napolan,Rural, 7421 
097322036,Palpalan,Rural, 905 
097322037,Pedulonan,Rural, 903 
097322038,Poloyagan,Rural, 2668 
097322039,San Francisco (Pob.),Urban, 4217 
097322040,San Jose (Pob.),Rural, 7023 
097322041,San Pedro (Pob.),Urban, 9591 
097322042,Santa Lucia (Pob.),Urban, 8483 
097322043,Santiago (Pob.),Urban, 3466 
097322044,Tawagan Sur,Rural, 2605 
097322045,Tiguma,Rural, 11679 
097322046,Tuburan (Pob.),Urban, 8919 
097322047,Tulawas,Rural, 1490 
097322048,Tulangan,Rural, 1088 
097322050,Upper Sibatang,Rural, 936 
097322051,White Beach,Rural, 924 
097322052,Kawit,Rural, 7630 
097322053,Lumbia,Urban, 4743 
097322054,Santa Maria,Rural, 4521 
097322055,Santo Niño,Urban, 8206 
097322056,Dampalan,Rural, 953 
097322057,Dumagoc,Rural, 7530 
