id,name,urban_rural,population
097344001,Begong,Rural, 3143 
097344002,Busol,Rural, 595 
097344003,Caluma,Rural, 541 
097344004,Diana Countryside,Rural, 566 
097344005,Guinlin,Rural, 658 
097344006,Lacarayan,Rural, 891 
097344007,Lacupayan,Rural, 773 
097344008,Libayoy,Rural, 657 
097344009,Limas,Rural, 918 
097344010,Longmot,Rural, 1063 
097344011,Maragang,Rural, 1645 
097344012,Mate,Rural, 964 
097344013,Nangan-nangan,Rural, 641 
097344014,New Tuburan,Rural, 498 
097344015,Nilo,Rural, 1488 
097344016,Tigbao,Rural, 2651 
097344017,Timolan,Rural, 703 
097344018,Upper Nilo,Rural, 905 
