id,name,urban_rural,population
166717002,Amoslog,Rural,1481
166717003,Anislagan,Rural,1748
166717004,Bad-as,Urban,2051
166717005,Boyongan,Rural,560
166717006,Bugas-bugas,Rural,696
166717007,Central (Pob.),Urban,2396
166717008,Ellaperal (Nonok),Rural,1002
166717009,Ipil (Pob.),Rural,1033
166717010,Lakandula,Rural,915
166717011,Mabini,Rural,1020
166717012,Macalaya,Rural,873
166717013,Magsaysay (Pob.),Urban,4518
166717014,Magupange,Rural,318
166717015,Pananay-an,Rural,687
166717016,Panhutongan,Rural,596
166717017,San Isidro,Rural,453
166717018,Santa Cruz,Rural,2543
166717019,Suyoc,Rural,575
166717020,Tagbongabong,Rural,693
166717021,Sani-sani,Rural,442
