id,name,urban_rural,population
128007001,Alkikan,Rural,1332
128007002,Ampon,Rural,1942
128007003,Atlae,Rural,2501
128007004,Banahaw,Rural,1815
128007005,Banate,Rural,4017
128007006,B'Laan,Rural,1437
128007007,Datal Batong,Rural,2274
128007008,Datal Bila,Rural,1226
128007009,Datal Tampal,Rural,2667
128007010,J.P. Laurel,Rural,2849
128007011,Kawayan,Rural,1784
128007012,Kibala,Rural,760
128007013,Kiblat,Rural,1986
128007014,Kinabalan,Rural,2424
128007015,Lower Mainit,Rural,1666
128007016,Lutay,Rural,3709
128007017,Malabod,Rural,1242
128007018,Malalag Cogon,Rural,4186
128007019,Malandag,Rural,12587
128007020,Malungon Gamay,Rural,2536
128007021,Nagpan,Rural,3216
128007022,Panamin,Rural,1547
128007023,Poblacion,Urban,9678
128007024,San Juan,Rural,1260
128007025,San Miguel,Rural,2588
128007026,San Roque,Rural,3453
128007027,Talus,Rural,2539
128007028,Tamban,Rural,6775
128007029,Upper Biangan,Rural,3095
128007030,Upper Lumabat,Rural,1934
128007031,Upper Mainit,Rural,4019
