id,name,urban_rural,population
128003001,Badtasan,Rural,2416
128003002,Datu Dani,Rural,2042
128003003,Gasi,Rural,1509
128003004,Kapate,Rural,1925
128003005,Katubao,Rural,3847
128003006,Kayupo,Rural,3559
128003007,Kling (Lumit),Rural,771
128003008,Lagundi,Rural,2005
128003009,Lebe,Rural,788
128003010,Lomuyon,Rural,4145
128003011,Luma,Rural,1345
128003012,Maligang,Rural,2176
128003013,Nalus,Rural,4090
128003014,Poblacion,Urban,12397
128003015,Salakit,Rural,1820
128003016,Suli,Rural,2483
128003017,Tablao,Rural,1163
128003018,Tamadang,Rural,1454
128003019,Tambilil,Rural,4936
