id,name,urban_rural,population
128005001,Bati-an,Rural,978
128005002,Kalaneg,Rural,1508
128005003,Kalaong,Rural,2375
128005004,Kiambing,Rural,1043
128005005,Kiayap,Rural,1056
128005006,Mabay,Rural,3440
128005007,Maguling,Rural,2271
128005008,Malalag (Pob.),Urban,4503
128005009,Mindupok,Rural,3148
128005010,New La Union,Rural,1353
128005011,Old Poblacion (Maitum),Rural,4147
128005012,Pangi (Linao),Rural,1079
128005013,Pinol,Rural,2877
128005014,Sison (Edenton),Rural,1895
128005015,Ticulab,Rural,1640
128005016,Tuanadatu,Rural,2912
128005017,Upo (Lanao),Rural,2491
128005018,Wali (Kambuhan),Rural,1548
128005019,Zion,Rural,1411
