id,name,urban_rural,population
036901001,Baguindoc (Baguinloc),Rural,336 
036901003,Bantog,Rural,604 
036901006,Campos,Rural,358 
036901008,Carmen,Rural,682 
036901009,Casili,Rural,935 
036901010,Don Ramon,Rural,411 
036901011,Hernando,Rural,419 
036901013,Poblacion,Urban,363 
036901015,Rizal,Rural,796 
036901016,San Francisco East,Rural,557 
036901017,San Francisco West,Rural,1038 
036901018,San Jose North,Rural,407 
036901019,San Jose South,Rural,392 
036901020,San Juan,Rural,460 
036901021,San Roque,Rural,830 
036901022,Santo Domingo,Rural,348 
036901023,Sinense,Rural,1039 
036901024,Suaverdez,Rural,898 
