id,name,urban_rural,population
036909001,Ablang-Sapang,Rural,3327 
036909002,Aringin,Rural,1549 
036909003,Atencio,Rural,638 
036909004,Banaoang East,Rural,1304 
036909005,Banaoang West,Rural,1521 
036909006,Baquero Norte,Rural,1427 
036909007,Baquero Sur,Rural,1265 
036909008,Burgos,Rural,2455 
036909009,Calamay,Rural,692 
036909010,Calapan,Rural,1108 
036909011,Camangaan East,Rural,1665 
036909012,Camangaan West,Rural,1166 
036909013,Camposanto 1 - Norte,Rural,1540 
036909014,Camposanto 1 - Sur,Rural,1658 
036909015,Camposanto 2,Rural,1998 
036909016,Capaoayan,Rural,2638 
036909017,Lapsing,Rural,1577 
036909018,Mabini,Rural,1990 
036909019,Maluac,Rural,1597 
036909020,Poblacion 1,Urban,1504 
036909021,Poblacion 2,Urban,1744 
036909022,Poblacion 3,Urban,948 
036909023,Poblacion 4,Urban,1058 
036909024,Rizal,Rural,1391 
036909025,San Juan,Urban,2004 
036909026,San Julian,Rural,2616 
036909027,San Leon,Rural,1214 
036909028,San Pedro,Rural,759 
036909029,San Roque,Rural,1133 
036909030,Santa Lucia East,Rural,1067 
036909031,Santa Lucia West,Rural,948 
036909032,Santa Maria,Rural,1990 
036909033,Santa Monica,Rural,1691 
036909034,Tubectubang,Rural,2225 
036909035,Tolega Norte,Rural,839 
036909036,Tolega Sur,Rural,1282 
036909038,Villa,Rural,655 
