id,name,urban_rural,population
036916001,Aguso,Urban, 6110 
036916003,Alvindia Segundo,Rural, 1393 
036916004,Amucao,Rural, 1991 
036916005,Armenia,Rural, 4280 
036916006,Asturias,Rural, 1359 
036916007,Atioc,Rural, 1644 
036916008,Balanti,Rural, 1725 
036916009,Balete,Rural, 4819 
036916010,Balibago I,Rural, 2008 
036916011,Balibago II,Rural, 3375 
036916012,Balingcanaway,Urban, 5821 
036916013,Banaba,Rural, 934 
036916014,Bantog,Rural, 1926 
036916015,Baras-baras,Rural, 3317 
036916016,Batang-batang,Urban, 1477 
036916018,Binauganan,Urban, 4159 
036916019,Bora,Rural, 1471 
036916020,Buenavista,Urban, 1224 
036916021,Buhilit (Bubulit),Rural, 1511 
036916023,Burot,Urban, 5185 
036916024,Calingcuan,Rural, 3168 
036916025,Capehan,Urban, 1736 
036916026,Carangian,Rural, 8875 
036916027,Central,Urban, 3507 
036916028,Culipat,Urban, 1401 
036916029,Cut-cut I,Urban, 410 
036916030,Cut-cut II,Urban, 6890 
036916031,Dalayap,Urban, 3094 
036916034,Dela Paz,Urban, 2724 
036916035,Dolores,Rural, 2615 
036916039,Laoang,Urban, 2728 
036916041,Ligtasan,Urban, 2816 
036916042,Lourdes,Urban, 2365 
036916046,Mabini,Urban, 827 
036916047,Maligaya,Rural, 3626 
036916048,Maliwalo,Urban, 10629 
036916050,Mapalacsiao,Rural, 4980 
036916051,Mapalad,Urban, 547 
036916052,Matatalaib,Urban, 21117 
036916056,Paraiso,Urban, 3724 
036916057,Poblacion,Urban, 272 
036916058,San Carlos,Urban, 1437 
036916059,San Francisco,Urban, 2788 
036916060,San Isidro,Urban, 11432 
036916061,San Jose,Urban, 6423 
036916062,San Jose de Urquico,Rural, 1666 
036916064,San Juan de Mata,Urban, 3760 
036916066,San Luis,Urban, 2761 
036916067,San Manuel,Urban, 6343 
036916068,San Miguel,Urban, 9239 
036916069,San Nicolas,Urban, 6508 
036916070,San Pablo,Urban, 4490 
036916071,San Pascual,Urban, 3006 
036916072,San Rafael,Urban, 14644 
036916073,San Roque,Urban, 6894 
036916074,San Sebastian,Urban, 3796 
036916075,San Vicente,Urban, 16261 
036916076,Santa Cruz (Alvindia Primero),Urban, 3700 
036916077,Santa Maria,Rural, 1019 
036916078,Santo Cristo,Urban, 2854 
036916079,Santo Domingo,Urban, 1126 
036916080,Santo Niño,Rural, 602 
036916081,Sapang Maragul,Rural, 10235 
036916082,Sapang Tagalog,Urban, 5096 
036916083,Sepung Calzada,Rural, 4367 
036916084,Sinait,Rural, 2022 
036916085,Suizo,Rural, 4096 
036916087,Tariji,Rural, 2600 
036916088,Tibag,Rural, 15428 
036916089,Tibagan,Rural, 4804 
036916091,Trinidad (Trinidad Primero),Rural, 1469 
036916093,Ungot,Rural, 3588 
036916096,Matadero,Rural, 2449 
036916097,Salapungan,Rural, 1645 
036916098,Villa Bacolor,Rural, 1802 
036916099,Care,Rural, 4202 
