id,name,urban_rural,population
036907001,Balanoy,Rural, 2187 
036907002,Bantog-Caricutan,Rural, 2750 
036907003,Caramutan,Rural, 4150 
036907004,Caut,Rural, 2356 
036907005,Comillas,Rural, 4677 
036907006,Dumarais,Rural, 3891 
036907007,Guevarra,Rural, 4406 
036907008,Kapanikian,Rural, 1909 
036907009,La Purisima,Rural, 2777 
036907010,Lara,Rural, 1198 
036907011,Laungcupang,Rural, 1911 
036907012,Lomboy,Rural, 3372 
036907013,Macalong,Rural, 2069 
036907014,Matayumtayum,Rural, 2753 
036907015,Mayang,Rural, 1606 
036907016,Motrico,Rural, 2946 
036907017,Paludpud,Rural, 1624 
036907018,Rizal,Rural, 1518 
036907019,San Isidro (Pob.),Urban, 3141 
036907020,San Roque (Pob.),Urban, 7659 
036907021,Sierra,Rural, 2082 
